Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,2,1:30,2,0.0,0.0,249.88,7,0.0,0.0,297.13,36,1.0,0.027778,332.6,17,0.0,0.0,330.27
August,2,2:00,1,0.0,0.0,273.52,7,0.0,0.0,323.98,21,1.0,0.047619,315.43,13,0.0,0.0,328.33
August,2,2:30,2,0.0,0.0,288.64,4,0.0,0.0,338.64,15,0.0,0.0,345.94,7,0.0,0.0,326.98
August,2,3:00,2,0.0,0.0,315.81,4,0.0,0.0,329.98,12,1.0,0.083333,334.33,3,0.0,0.0,469.36
August,2,3:30,1,0.0,0.0,182.59,4,0.0,0.0,166.25,13,0.0,0.0,285.46,1,0.0,0.0,249.64
August,2,4:00,2,0.0,0.0,249.04,3,0.0,0.0,314.27,11,0.0,0.0,373.28,1,0.0,0.0,268.93
August,2,4:30,1,0.0,0.0,186.92,3,0.0,0.0,331.33,12,0.0,0.0,313.48,1,0.0,0.0,348.92
August,2,5:00,1,0.0,0.0,416.54,4,0.0,0.0,272.74,12,0.0,0.0,429.14,1,0.0,0.0,230.49
August,2,5:30,1,0.0,0.0,191.12,3,0.0,0.0,279.5,14,0.0,0.0,307.48,1,0.0,0.0,382.75
August,2,6:00,2,0.0,0.0,270.31,4,0.0,0.0,355.77,20,0.0,0.0,292.67,9,0.0,0.0,259.77
August,2,6:30,3,0.0,0.0,306.44,9,2.0,0.222222,329.84,37,0.0,0.0,274.91,14,1.0,0.071429,291.84
August,2,7:00,6,0.0,0.0,240.69,13,0.0,0.0,300.88,65,1.0,0.015385,272.54,29,1.0,0.034483,279.74
August,2,7:30,12,0.0,0.0,312.56,22,0.0,0.0,341.2,108,2.0,0.018519,264.0,46,1.0,0.021739,309.18
August,2,8:00,34,0.0,0.0,250.69,39,0.0,0.0,317.23,190,1.0,0.005263,275.17,79,0.0,0.0,301.76
August,2,8:30,56,0.0,0.0,288.46,55,1.0,0.018182,335.51,269,3.0,0.011152,301.78,119,1.0,0.008403,293.03
August,2,9:00,81,0.0,0.0,280.89,145,1.0,0.006897,304.5,384,3.0,0.007812,296.96,175,3.0,0.017143,306.64
August,2,9:30,97,1.0,0.010309,276.59,196,1.0,0.005102,329.59,464,15.0,0.032328,317.75,217,5.0,0.023041,292.6
August,2,10:00,121,1.0,0.010264,296.25,246,2.0,0.01013,329.61,574,5.0,0.008969000000000001,316.99,257,6.0,0.021455000000000002,307.12
August,2,10:30,153,1.0,0.008536,295.45,283,7.0,0.023201,345.89,641,8.0,0.01292,331.82,302,19.0,0.061603000000000005,312.42
August,2,11:00,173,1.0,0.0077800000000000005,302.49,327,4.0,0.011174,345.54,705,9.0,0.013348,332.85,339,9.0,0.025598999999999997,322.74
August,2,11:30,174,1.0,0.007747,294.57,374,6.0,0.015369,352.63,710,19.0,0.027352,340.36,352,7.0,0.019045,322.32
August,2,12:00,191,2.0,0.012471,308.84,380,4.0,0.009895,345.65,731,14.0,0.019784000000000003,339.88,370,5.0,0.012811,330.77
August,2,12:30,206,3.0,0.016563,305.41,400,6.0,0.0145,351.08,734,16.0,0.022435999999999998,339.07,381,16.0,0.041370000000000004,322.97
August,2,13:00,201,1.0,0.006975,313.65,418,10.0,0.023531000000000003,352.17,717,10.0,0.014552,343.08,383,14.0,0.035943,330.07
August,2,13:30,197,1.0,0.007076,317.07,444,13.0,0.029026999999999997,347.53,723,22.0,0.031045999999999997,342.72,382,14.0,0.036031,322.58
August,2,14:00,187,1.0,0.007348,318.43,457,15.0,0.032635,353.49,729,18.0,0.025320000000000002,345.53,374,8.0,0.020717,325.49
August,2,14:30,192,1.0,0.007208,315.83,438,9.0,0.020265,361.89,714,10.0,0.014605,339.97,388,21.0,0.053546,333.27
August,2,15:00,184,1.0,0.007435,311.33,441,5.0,0.01107,349.48,675,4.0,0.006444,348.25,366,8.0,0.021126,317.48
August,2,15:30,185,1.0,0.007405,318.11,431,5.0,0.011281,342.76,660,4.0,0.0065450000000000005,341.5,356,6.0,0.016045,313.89
August,2,16:00,179,1.0,0.007587,332.5,429,3.0,0.006662,357.35,634,4.0,0.006732,346.1,343,5.0,0.013662,331.85
August,2,16:30,162,1.0,0.008173,295.74,405,3.0,0.006938,366.94,593,3.0,0.005373,341.2,317,4.0,0.011464,324.28
August,2,17:00,152,2.0,0.015158,315.96,392,3.0,0.007102,359.11,552,3.0,0.0056229999999999995,345.84,297,4.0,0.012101,327.05
August,2,17:30,130,1.0,0.009692,324.93,369,3.0,0.00742,362.93,538,3.0,0.005717,343.51,278,2.0,0.0055969999999999995,327.52
August,2,18:00,122,1.0,0.010197,325.55,335,5.0,0.01394,370.38,505,3.0,0.00596,340.19,261,2.0,0.005831,327.61
August,2,18:30,101,1.0,0.011901,340.93,308,5.0,0.014987,358.96,451,4.0,0.008652,348.9,230,1.0,0.006348,346.93
August,2,19:00,77,0.0,0.002,323.49,271,4.0,0.01307,358.58,414,6.0,0.014077,342.92,224,2.0,0.010929,337.66
August,2,19:30,61,0.0,0.002,333.36,240,2.0,0.010333,341.8,365,12.0,0.032137,339.4,195,1.0,0.007128,340.99
August,2,20:00,49,1.0,0.022407999999999997,302.34,210,6.0,0.030571,349.9,331,7.0,0.020127,345.43,166,3.0,0.020072,322.47
August,2,20:30,39,1.0,0.027641,279.79,182,2.0,0.012989,329.37,278,5.0,0.016388,339.66,156,2.0,0.014821,316.05
August,2,21:00,29,1.0,0.036483,306.62,148,2.0,0.015514,327.2,235,2.0,0.010511,340.62,132,5.0,0.039879000000000005,319.33
August,2,21:30,22,0.0,0.002,304.02,130,1.0,0.009692,336.28,189,1.0,0.007291,338.6,106,1.0,0.011434,328.73
August,2,22:00,15,0.0,0.0,384.4,102,1.0,0.009804,323.46,158,1.0,0.006329,326.72,96,1.0,0.010417,317.42
August,2,22:30,10,0.0,0.0,302.0,81,1.0,0.012346,340.86,134,1.0,0.007463,323.5,78,1.0,0.012821,322.67
August,2,23:00,9,0.0,0.0,347.43,64,1.0,0.015625,305.66,100,0.0,0.0,319.05,64,0.0,0.0,319.0
August,2,23:30,6,0.0,0.0,262.9,47,0.0,0.0,315.75,88,0.0,0.0,318.13,51,1.0,0.019608,298.06
August,3,0:00,3,0.0,0.0,366.44,42,6.0,0.142857,303.95,58,2.0,0.034483,314.79,43,0.0,0.0,302.62
August,3,0:30,3,0.0,0.0,370.64,31,5.0,0.16129,294.38,45,1.0,0.022222,351.67,28,0.0,0.0,296.33
August,3,1:00,3,0.0,0.0,348.19,12,0.0,0.0,380.55,33,1.0,0.030303,305.62,22,0.0,0.0,329.93
August,3,1:30,3,0.0,0.0,395.38,9,0.0,0.0,340.95,29,1.0,0.034483,294.87,17,0.0,0.0,373.42
August,3,2:00,1,0.0,0.0,170.93,6,0.0,0.0,410.72,21,2.0,0.095238,322.65,13,0.0,0.0,348.81
August,3,2:30,1,0.0,0.0,430.16,4,0.0,0.0,309.5,14,1.0,0.071429,322.98,9,1.0,0.111111,337.33
August,3,3:00,1,0.0,0.0,311.64,6,0.0,0.0,311.13,14,2.0,0.142857,331.96,3,0.0,0.0,403.54
August,3,3:30,2,0.0,0.0,390.27,3,0.0,0.0,299.0,9,0.0,0.0,405.59,1,0.0,0.0,220.06
August,3,4:00,2,0.0,0.0,328.55,3,0.0,0.0,290.15,10,0.0,0.0,430.89,1,0.0,0.0,132.77
August,3,4:30,1,0.0,0.0,320.37,3,0.0,0.0,427.53,7,0.0,0.0,375.92,1,0.0,0.0,250.03
August,3,5:00,3,0.0,0.0,194.53,3,0.0,0.0,489.55,10,0.0,0.0,365.36,1,0.0,0.0,354.67
August,3,5:30,2,0.0,0.0,214.21,3,0.0,0.0,316.0,9,0.0,0.0,270.96,1,0.0,0.0,417.29
August,3,6:00,4,0.0,0.0,257.43,4,0.0,0.0,314.71,18,0.0,0.0,281.53,6,0.0,0.0,226.5
August,3,6:30,1,0.0,0.0,291.52,4,0.0,0.0,330.23,27,2.0,0.074074,266.07,12,0.0,0.0,275.19
August,3,7:00,5,0.0,0.0,297.27,9,0.0,0.0,310.83,42,0.0,0.0,282.58,18,0.0,0.0,310.89
August,3,7:30,6,0.0,0.0,357.05,13,1.0,0.076923,318.77,67,1.0,0.014925,269.75,34,1.0,0.029412,304.93
August,3,8:00,12,0.0,0.0,269.12,24,1.0,0.041667,283.97,105,0.0,0.0,280.56,49,1.0,0.020408,296.85
August,3,8:30,16,0.0,0.0,307.14,34,1.0,0.029412,324.73,148,2.0,0.013514,298.87,70,0.0,0.0,317.06
August,3,9:00,21,0.0,0.0,276.53,81,2.0,0.024691,318.48,193,1.0,0.005181,312.12,102,2.0,0.019608,305.87
August,3,9:30,24,0.0,0.0,324.71,97,0.0,0.0,334.13,250,1.0,0.004,299.04,120,1.0,0.008333,287.44
August,3,10:00,27,0.0,0.002,313.1,128,2.0,0.017625000000000002,320.29,312,3.0,0.00841,303.07,142,3.0,0.023127,304.87
August,3,10:30,40,0.0,0.002,301.65,144,7.0,0.050611,340.56,360,4.0,0.010333,311.1,172,13.0,0.077581,324.68
August,3,11:00,37,0.0,0.002,310.86,154,5.0,0.034468,330.46,383,4.0,0.009833,326.35,186,4.0,0.023504999999999998,307.12
August,3,11:30,39,0.0,0.002,320.33,180,8.0,0.046444,332.65,432,8.0,0.018203999999999998,326.21,200,3.0,0.017,313.73
August,3,12:00,58,0.0,0.002,312.44,202,7.0,0.036653000000000005,329.33,468,4.0,0.00841,322.74,219,3.0,0.015698999999999998,308.1
August,3,12:30,70,1.0,0.016286000000000002,317.26,232,18.0,0.079586,337.87,471,7.0,0.014739,321.6,219,2.0,0.011132,304.73
August,3,13:00,86,1.0,0.013628,321.78,266,11.0,0.039594000000000004,319.7,485,14.0,0.028804000000000003,336.25,218,4.0,0.020349,317.49
August,3,13:30,89,1.0,0.013236,310.48,272,14.0,0.049794000000000005,325.65,473,22.0,0.046397,334.08,238,4.0,0.018806999999999997,314.71
August,3,14:00,93,0.0,0.002,322.45,297,11.0,0.03567,335.65,476,9.0,0.018806999999999997,340.33,230,2.0,0.010696,318.68
August,3,14:30,96,1.0,0.012417,321.49,282,9.0,0.030369,338.98,468,4.0,0.00841,333.25,237,4.0,0.018878,309.11
August,3,15:00,91,1.0,0.012989,325.74,298,3.0,0.008711,335.39,476,3.0,0.006202,339.4,225,2.0,0.010889,322.2
August,3,15:30,100,2.0,0.022,313.59,316,7.0,0.020987,332.69,459,3.0,0.006357,340.85,242,6.0,0.026792999999999997,309.75
August,3,16:00,94,0.0,0.002,318.77,303,7.0,0.021802000000000002,334.56,452,4.0,0.008636999999999999,333.18,219,2.0,0.011132,330.38
August,3,16:30,89,0.0,0.002,304.74,284,7.0,0.023127,329.95,442,7.0,0.015575,343.14,222,5.0,0.024523000000000003,319.19
August,3,17:00,75,0.0,0.002,321.39,281,9.0,0.030469999999999997,337.37,411,3.0,0.006866,341.61,210,1.0,0.006762,328.79
August,3,17:30,69,0.0,0.002,299.75,265,9.0,0.032189,332.59,390,3.0,0.007128,330.72,201,1.0,0.006975,321.77
August,3,18:00,54,0.0,0.002,326.11,249,6.0,0.026096,333.64,344,2.0,0.004907,336.03,191,2.0,0.012471,313.38
August,3,18:30,45,0.0,0.002,307.3,218,12.0,0.057046,330.33,324,4.0,0.011259,332.9,174,1.0,0.007747,313.47
August,3,19:00,36,0.0,0.002,311.62,196,10.0,0.053020000000000005,313.12,297,3.0,0.008734,337.76,160,1.0,0.00825,311.86
August,3,19:30,30,0.0,0.002,291.61,181,4.0,0.024099000000000002,339.45,263,3.0,0.009604999999999999,337.94,163,1.0,0.008135,331.14
August,3,20:00,33,0.0,0.002,315.02,160,2.0,0.0145,328.6,247,2.0,0.010097,325.35,146,3.0,0.022548,325.23
August,3,20:30,26,0.0,0.002,320.58,142,2.0,0.016085000000000002,324.65,226,4.0,0.019699,331.81,135,1.0,0.009407,316.52
August,3,21:00,22,1.0,0.047455000000000004,302.79,130,2.0,0.017384999999999998,323.82,198,1.0,0.007051,331.83,102,2.0,0.021608000000000002,320.26
August,3,21:30,17,0.0,0.002,374.53,108,4.0,0.039037,334.02,168,2.0,0.013905,322.25,97,0.0,0.002,326.6
August,3,22:00,15,0.0,0.0,293.46,94,3.0,0.031915,340.02,147,1.0,0.006803,330.44,85,2.0,0.023529,325.85
August,3,22:30,15,1.0,0.066667,306.5,75,5.0,0.066667,315.35,134,3.0,0.022388,323.78,74,1.0,0.013514,319.43
August,3,23:00,9,1.0,0.111111,394.65,57,1.0,0.017544,278.55,102,1.0,0.009804,323.79,60,0.0,0.0,321.75
August,3,23:30,8,0.0,0.0,304.26,47,1.0,0.021277,296.22,84,1.0,0.011905,320.44,53,1.0,0.018868,349.67
August,4,0:00,5,0.0,0.0,365.29,25,3.0,0.12,351.11,60,1.0,0.016667,313.91,35,0.0,0.0,293.93
August,4,0:30,3,0.0,0.0,274.34,21,0.0,0.0,294.0,46,0.0,0.0,303.87,25,0.0,0.0,295.97
August,4,1:00,3,0.0,0.0,349.56,10,0.0,0.0,353.64,35,1.0,0.028571,303.83,17,0.0,0.0,322.75
August,4,1:30,1,0.0,0.0,300.61,6,0.0,0.0,346.58,25,1.0,0.04,325.2,14,0.0,0.0,305.54
August,4,2:00,2,0.0,0.0,394.63,5,0.0,0.0,249.77,16,1.0,0.0625,284.12,9,1.0,0.111111,292.24
August,4,2:30,2,0.0,0.0,223.6,5,0.0,0.0,288.4,16,2.0,0.125,349.56,9,1.0,0.111111,297.04
August,4,3:00,1,0.0,0.0,283.63,3,0.0,0.0,333.37,12,1.0,0.083333,311.91,6,1.0,0.166667,368.21
August,4,3:30,1,0.0,0.0,242.23,2,0.0,0.0,332.06,10,0.0,0.0,306.08,5,1.0,0.2,233.01
August,4,4:00,1,0.0,0.0,206.11,3,0.0,0.0,280.73,11,0.0,0.0,307.58,4,1.0,0.25,274.13
August,4,4:30,2,0.0,0.0,164.59,3,0.0,0.0,242.28,9,0.0,0.0,281.79,6,1.0,0.166667,195.2
August,4,5:00,1,0.0,0.0,262.12,1,0.0,0.0,281.06,12,0.0,0.0,324.39,5,0.0,0.0,276.45
August,4,5:30,1,0.0,0.0,208.66,4,0.0,0.0,247.64,15,1.0,0.066667,257.91,5,0.0,0.0,287.09
August,4,6:00,2,0.0,0.0,248.83,4,0.0,0.0,208.61,26,0.0,0.0,251.07,13,0.0,0.0,224.36
August,4,6:30,3,1.0,0.333333,206.88,6,2.0,0.333333,333.17,45,1.0,0.022222,287.43,20,1.0,0.05,233.72
August,4,7:00,9,0.0,0.0,209.28,26,0.0,0.0,253.6,81,0.0,0.0,242.35,37,0.0,0.0,254.91
August,4,7:30,13,0.0,0.0,297.66,43,2.0,0.046512,258.25,134,1.0,0.007463,252.81,60,1.0,0.016667,257.78
August,4,8:00,45,0.0,0.0,270.13,91,1.0,0.010989,262.37,272,2.0,0.007353,279.96,122,1.0,0.008197,254.93
August,4,8:30,85,1.0,0.011765,298.53,138,4.0,0.028986,280.87,428,2.0,0.004673,291.63,180,5.0,0.027778,268.46
August,4,9:00,137,1.0,0.007299,285.94,232,1.0,0.00431,287.16,604,4.0,0.006623,304.02,299,4.0,0.013378,274.37
August,4,9:30,183,1.0,0.005464,302.13,291,3.0,0.010309,299.39,776,23.0,0.029639,322.27,368,18.0,0.048913,287.84
August,4,10:00,218,1.0,0.006587,307.22,384,5.0,0.012417,302.35,934,31.0,0.033049,320.78,446,18.0,0.040117,295.68
August,4,10:30,246,1.0,0.006065,294.22,427,22.0,0.05118,315.56,1046,46.0,0.044065,330.58,496,33.0,0.066516,298.68
August,4,11:00,253,2.0,0.005953,303.88,488,9.0,0.018393,321.04,1140,25.0,0.022175,338.7,535,23.0,0.043121,302.82
August,4,11:30,266,2.0,0.005759,312.38,504,16.0,0.031762,324.0,1146,35.0,0.030795999999999997,343.08,563,22.0,0.0393,303.25
August,4,12:00,260,3.0,0.009692,306.36,559,9.0,0.016311,318.22,1201,39.0,0.032808,339.7,599,26.0,0.043736000000000004,307.7
August,4,12:30,271,2.0,0.005690000000000001,299.31,572,21.0,0.036965000000000005,327.03,1190,50.0,0.042336,341.69,606,36.0,0.059756000000000004,307.91
August,4,13:00,265,3.0,0.009547,298.37,576,9.0,0.015889,327.16,1175,23.0,0.019872,345.4,593,20.0,0.03404,311.5
August,4,13:30,264,3.0,0.009576000000000001,309.39,581,23.0,0.039866,317.62,1163,47.0,0.040693,352.1,603,26.0,0.043459000000000005,305.92
August,4,14:00,268,3.0,0.009463,308.97,614,25.0,0.041088,318.77,1196,48.0,0.040462000000000005,352.09,621,31.0,0.050309,302.01
August,4,14:30,278,7.0,0.023583,310.23,612,35.0,0.057556,321.41,1204,104.0,0.086718,351.85,641,68.0,0.10652400000000001,311.98
August,4,15:00,273,4.0,0.012989,306.56,609,20.0,0.033199,324.85,1206,49.0,0.040972,348.04,641,34.0,0.053482,309.35
August,4,15:30,288,3.0,0.008944,311.99,621,6.0,0.010052,321.4,1195,18.0,0.015389,353.96,619,24.0,0.039157000000000004,313.03
August,4,16:00,270,2.0,0.005704,319.23,621,5.0,0.008441,324.51,1200,10.0,0.008667000000000001,348.29,633,9.0,0.014638,318.76
August,4,16:30,269,2.0,0.005717,307.13,609,12.0,0.020062000000000003,332.78,1164,10.0,0.008872999999999999,351.02,617,16.0,0.026311,321.4
August,4,17:00,240,2.0,0.010333,315.09,581,6.0,0.010606,328.17,1096,14.0,0.012949,348.62,589,8.0,0.013885,324.28
August,4,17:30,223,1.0,0.006484,305.5,544,4.0,0.007515,332.48,1006,14.0,0.013928,351.19,549,17.0,0.031143999999999998,311.45
August,4,18:00,182,1.0,0.007495,298.13,492,6.0,0.012163,332.13,947,27.0,0.028399,348.55,500,5.0,0.01,317.86
August,4,18:30,163,1.0,0.008135,318.51,462,9.0,0.019316,326.11,827,12.0,0.014092,352.13,438,4.0,0.008849,320.4
August,4,19:00,107,0.0,0.002,314.63,407,8.0,0.019199,332.95,723,13.0,0.018598000000000003,359.46,396,8.0,0.019677,304.46
August,4,19:30,86,1.0,0.013628,314.25,381,7.0,0.017748,314.89,657,19.0,0.029397,353.88,375,22.0,0.058,317.49
August,4,20:00,62,1.0,0.018129,304.51,337,11.0,0.031674,316.93,583,18.0,0.03116,353.9,324,18.0,0.054469000000000004,306.06
August,4,20:30,47,1.0,0.023277,310.12,274,5.0,0.016599000000000003,313.0,480,5.0,0.010333,344.05,274,8.0,0.027547000000000002,309.9
August,4,21:00,40,1.0,0.027000000000000003,314.69,226,4.0,0.019699,305.46,403,3.0,0.0069630000000000004,343.54,231,13.0,0.058277,305.41
August,4,21:30,30,1.0,0.035333,296.59,183,1.0,0.007464,317.23,349,2.0,0.0048649999999999995,334.68,189,3.0,0.017873,320.22
August,4,22:00,24,0.0,0.0,301.82,146,1.0,0.006849,303.44,266,2.0,0.007519,331.12,153,2.0,0.013072,308.42
August,4,22:30,15,3.0,0.2,316.86,114,1.0,0.008772,300.07,208,1.0,0.004808,322.45,131,1.0,0.007634,310.69
August,4,23:00,16,1.0,0.0625,291.66,83,1.0,0.012048,278.79,163,1.0,0.006135,315.15,106,2.0,0.018868,322.96
August,4,23:30,11,0.0,0.0,313.31,64,0.0,0.0,278.82,121,0.0,0.0,332.7,75,1.0,0.013333,301.74
August,5,0:00,5,0.0,0.0,315.53,37,0.0,0.0,287.29,81,0.0,0.0,312.58,50,1.0,0.02,292.41
August,5,0:30,5,0.0,0.0,247.84,28,0.0,0.0,287.51,57,0.0,0.0,314.63,36,0.0,0.0,318.53
August,5,1:00,3,0.0,0.0,293.26,14,0.0,0.0,304.23,42,0.0,0.0,318.65,28,0.0,0.0,350.32
August,5,1:30,2,0.0,0.0,217.07,7,0.0,0.0,287.87,30,0.0,0.0,273.84,19,0.0,0.0,328.15
August,5,2:00,2,0.0,0.0,407.26,4,0.0,0.0,319.39,22,0.0,0.0,274.24,13,1.0,0.076923,298.39
August,5,2:30,1,0.0,0.0,174.11,4,0.0,0.0,352.82,19,0.0,0.0,254.14,10,0.0,0.0,283.64
August,5,3:00,1,0.0,0.0,312.83,3,0.0,0.0,314.22,14,1.0,0.071429,260.98,2,0.0,0.0,344.59
