Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,7:00,12,1,0.083333,305.81,41,1,0.02439,262.91,104,2,0.019231,268.82,49,1,0.020408,254.48
August,1,7:30,18,1,0.055556,328.96,57,1,0.017544,294.34,175,6,0.034286,265.01,77,2,0.025974,278.04
August,1,8:00,52,0,0.0,279.83,121,0,0.0,293.88,312,5,0.016026,282.39,146,2,0.013699,268.0
August,1,8:30,95,0,0.0,298.6,165,1,0.006061,321.2,450,4,0.008889,305.67,199,7,0.035176,279.86
August,1,9:00,138,1,0.007246,308.37,245,1,0.004082,337.92,637,4,0.006279,309.56,282,3,0.010638,285.47
August,1,9:30,178,1,0.005618,316.08,295,1,0.00339,340.66,800,17,0.02125,306.78,350,14,0.04,299.21
August,1,10:00,193,1,0.005181,324.64,373,1,0.002681,351.45,907,27,0.029768,324.63,413,9,0.021792,293.86
August,1,10:30,240,1,0.004167,325.21,418,4,0.009569,348.17,1006,49,0.048708,329.82,451,18,0.039911,311.56
August,1,11:00,249,1,0.004016,324.24,457,3,0.006565,351.71,1073,24,0.022367,338.26,476,16,0.033613,313.36
August,1,11:30,262,1,0.003817,325.57,497,7,0.014085,367.29,1127,25,0.022183,337.67,515,16,0.031068,311.94
August,1,12:00,275,1,0.003636,315.46,559,5,0.008945,361.01,1137,55,0.048373,337.89,516,17,0.032946,308.71
August,1,12:30,269,1,0.003717,329.94,555,5,0.009009,370.41,1141,45,0.039439,340.94,534,9,0.016854,321.41
August,1,13:00,268,1,0.003731,339.21,574,3,0.005226,356.78,1127,26,0.02307,350.01,528,14,0.026515,319.83
August,1,13:30,278,1,0.003597,331.69,580,4,0.006897,354.41,1121,39,0.03479,347.98,546,16,0.029304,319.68
August,1,14:00,270,1,0.003704,327.66,606,5,0.008251,367.45,1143,35,0.030621,349.19,563,18,0.031972,316.96
August,1,14:30,291,1,0.003436,333.99,624,6,0.009615,364.71,1133,45,0.039718,348.61,555,29,0.052252,322.65
August,1,15:00,275,1,0.003636,321.59,632,3,0.004747,372.21,1130,37,0.032743,348.05,552,29,0.052536,326.84
August,1,15:30,287,2,0.006969,332.31,610,7,0.011475,362.43,1119,98,0.087578,348.99,533,48,0.090056,320.55
August,1,16:00,274,1,0.00365,335.49,618,5,0.008091,377.7,1107,52,0.046974,350.75,581,27,0.046472,325.17
August,1,16:30,259,1,0.003861,337.91,596,3,0.005034,367.45,1053,21,0.019943,349.82,543,14,0.025783,316.31
August,1,17:00,224,1,0.004464,332.89,568,3,0.005282,364.77,996,18,0.018072,349.3,499,6,0.012024,332.04
August,1,17:30,198,1,0.005051,329.71,527,2,0.003795,367.51,911,18,0.019759,350.58,451,12,0.026608,317.15
August,1,18:00,178,1,0.005618,326.14,489,3,0.006135,372.58,802,22,0.027431,353.44,407,4,0.009828,315.62
August,1,18:30,148,1,0.006757,354.26,418,2,0.004785,361.62,728,9,0.012363,354.74,363,6,0.016529,316.16
August,1,19:00,99,0,0.0,358.32,398,4,0.01005,363.58,645,15,0.023256,341.79,326,9,0.027607,318.51
August,1,19:30,72,0,0.0,331.65,339,2,0.0059,343.86,563,19,0.033748,350.42,292,13,0.044521,319.89
August,1,20:00,56,0,0.0,340.02,286,3,0.01049,356.01,475,29,0.061053,345.55,243,13,0.053498,315.23
August,1,20:30,46,0,0.0,311.73,263,3,0.011407,361.61,404,10,0.024752,337.4,219,5,0.022831,300.78
August,1,21:00,33,0,0.0,333.92,222,1,0.004505,353.31,344,3,0.008721,343.12,179,18,0.100559,319.42
August,1,21:30,24,0,0.0,315.29,181,1,0.005525,336.06,278,4,0.014388,339.57,157,10,0.063694,326.74
August,1,22:00,22,0,0.0,317.29,136,1,0.007353,348.08,225,2,0.008889,337.97,124,2,0.016129,313.34
August,1,22:30,15,1,0.066667,370.87,117,0,0.0,321.35,181,1,0.005525,335.69,102,2,0.019608,299.28
August,1,23:00,12,1,0.083333,325.88,80,0,0.0,342.91,135,1,0.007407,326.3,79,0,0.0,296.13
August,1,23:30,9,0,0.0,235.2,70,0,0.0,347.07,108,1,0.009259,303.51,62,0,0.0,297.21
August,2,0:00,7,0,0.0,343.85,49,1,0.020408,314.08,74,1,0.013514,324.9,45,1,0.022222,324.91
August,2,0:30,5,0,0.0,388.17,32,0,0.0,349.95,56,0,0.0,322.98,29,0,0.0,341.31
August,2,1:00,4,0,0.0,332.93,12,1,0.083333,403.43,41,1,0.02439,331.3,25,0,0.0,332.72
August,2,1:30,2,0,0.0,248.88,7,0,0.0,296.13,36,1,0.027778,331.6,17,0,0.0,329.27
August,2,2:00,1,0,0.0,272.52,7,0,0.0,322.98,21,1,0.047619,314.43,13,0,0.0,327.33
August,2,2:30,2,0,0.0,287.64,4,0,0.0,337.64,15,0,0.0,344.94,7,0,0.0,325.98
August,2,3:00,2,0,0.0,314.81,4,0,0.0,328.98,12,1,0.083333,333.33,3,0,0.0,468.36
August,2,3:30,1,0,0.0,181.59,4,0,0.0,165.25,13,0,0.0,284.46,1,0,0.0,248.64
August,2,4:00,2,0,0.0,248.04,3,0,0.0,313.27,11,0,0.0,372.28,1,0,0.0,267.93
August,2,4:30,1,0,0.0,185.92,3,0,0.0,330.33,12,0,0.0,312.48,1,0,0.0,347.92
August,2,5:00,1,0,0.0,415.54,4,0,0.0,271.74,12,0,0.0,428.14,1,0,0.0,229.49
August,2,5:30,1,0,0.0,190.12,3,0,0.0,278.5,14,0,0.0,306.48,1,0,0.0,381.75
August,2,6:00,2,0,0.0,269.31,4,0,0.0,354.77,20,0,0.0,291.67,9,0,0.0,258.77
August,2,6:30,3,0,0.0,305.44,9,2,0.222222,328.84,37,0,0.0,273.91,14,1,0.071429,290.84
August,2,7:00,6,0,0.0,239.69,13,0,0.0,299.88,65,1,0.015385,271.54,29,1,0.034483,278.74
August,2,7:30,12,0,0.0,311.56,22,0,0.0,340.2,108,2,0.018519,263.0,46,1,0.021739,308.18
August,2,8:00,34,0,0.0,249.69,39,0,0.0,316.23,190,1,0.005263,274.17,79,0,0.0,300.76
August,2,8:30,56,0,0.0,287.46,55,1,0.018182,334.51,269,3,0.011152,300.78,119,1,0.008403,292.03
August,2,9:00,81,0,0.0,279.89,145,1,0.006897,303.5,384,3,0.007812,295.96,175,3,0.017143,305.64
August,2,9:30,97,1,0.010309,275.59,196,1,0.005102,328.59,464,15,0.032328,316.75,217,5,0.023041,291.6
August,2,10:00,121,1,0.008264,295.25,246,2,0.00813,328.61,574,4,0.006969,315.99,257,5,0.019455,306.12
August,2,10:30,153,1,0.006536,294.45,283,6,0.021201,344.89,641,7,0.01092,330.82,302,18,0.059603,311.42
August,2,11:00,173,1,0.00578,301.49,327,3,0.009174,344.54,705,8,0.011348,331.85,339,8,0.023599,321.74
August,2,11:30,174,1,0.005747,293.57,374,5,0.013369,351.63,710,18,0.025352,339.36,352,6,0.017045,321.32
August,2,12:00,191,2,0.010471,307.84,380,3,0.007895,344.65,731,13,0.017784,338.88,370,4,0.010811,329.77
August,2,12:30,206,3,0.014563,304.41,400,5,0.0125,350.08,734,15,0.020436,338.07,381,15,0.03937,321.97
August,2,13:00,201,1,0.004975,312.65,418,9,0.021531,351.17,717,9,0.012552,342.08,383,13,0.033943,329.07
August,2,13:30,197,1,0.005076,316.07,444,12,0.027027,346.53,723,21,0.029046,341.72,382,13,0.034031,321.58
August,2,14:00,187,1,0.005348,317.43,457,14,0.030635,352.49,729,17,0.02332,344.53,374,7,0.018717,324.49
August,2,14:30,192,1,0.005208,314.83,438,8,0.018265,360.89,714,9,0.012605,338.97,388,20,0.051546,332.27
August,2,15:00,184,1,0.005435,310.33,441,4,0.00907,348.48,675,3,0.004444,347.25,366,7,0.019126,316.48
August,2,15:30,185,1,0.005405,317.11,431,4,0.009281,341.76,660,3,0.004545,340.5,356,5,0.014045,312.89
August,2,16:00,179,1,0.005587,331.5,429,2,0.004662,356.35,634,3,0.004732,345.1,343,4,0.011662,330.85
August,2,16:30,162,1,0.006173,294.74,405,2,0.004938,365.94,593,2,0.003373,340.2,317,3,0.009464,323.28
August,2,17:00,152,2,0.013158,314.96,392,2,0.005102,358.11,552,2,0.003623,344.84,297,3,0.010101,326.05
August,2,17:30,130,1,0.007692,323.93,369,2,0.00542,361.93,538,2,0.003717,342.51,278,1,0.003597,326.52
August,2,18:00,122,1,0.008197,324.55,335,4,0.01194,369.38,505,2,0.00396,339.19,261,1,0.003831,326.61
August,2,18:30,101,1,0.009901,339.93,308,4,0.012987,357.96,451,3,0.006652,347.9,230,1,0.004348,345.93
August,2,19:00,77,0,0.0,322.49,271,3,0.01107,357.58,414,5,0.012077,341.92,224,2,0.008929,336.66
August,2,19:30,61,0,0.0,332.36,240,2,0.008333,340.8,365,11,0.030137,338.4,195,1,0.005128,339.99
August,2,20:00,49,1,0.020408,301.34,210,6,0.028571,348.9,331,6,0.018127,344.43,166,3,0.018072,321.47
August,2,20:30,39,1,0.025641,278.79,182,2,0.010989,328.37,278,4,0.014388,338.66,156,2,0.012821,315.05
August,2,21:00,29,1,0.034483,305.62,148,2,0.013514,326.2,235,2,0.008511,339.62,132,5,0.037879,318.33
August,2,21:30,22,0,0.0,303.02,130,1,0.007692,335.28,189,1,0.005291,337.6,106,1,0.009434,327.73
August,2,22:00,15,0,0.0,383.4,102,1,0.009804,322.46,158,1,0.006329,325.72,96,1,0.010417,316.42
August,2,22:30,10,0,0.0,301.0,81,1,0.012346,339.86,134,1,0.007463,322.5,78,1,0.012821,321.67
August,2,23:00,9,0,0.0,346.43,64,1,0.015625,304.66,100,0,0.0,318.05,64,0,0.0,318.0
August,2,23:30,6,0,0.0,261.9,47,0,0.0,314.75,88,0,0.0,317.13,51,1,0.019608,297.06
August,3,0:00,3,0,0.0,365.44,42,6,0.142857,302.95,58,2,0.034483,313.79,43,0,0.0,301.62
August,3,0:30,3,0,0.0,369.64,31,5,0.16129,293.38,45,1,0.022222,350.67,28,0,0.0,295.33
August,3,1:00,3,0,0.0,347.19,12,0,0.0,379.55,33,1,0.030303,304.62,22,0,0.0,328.93
August,3,1:30,3,0,0.0,394.38,9,0,0.0,339.95,29,1,0.034483,293.87,17,0,0.0,372.42
August,3,2:00,1,0,0.0,169.93,6,0,0.0,409.72,21,2,0.095238,321.65,13,0,0.0,347.81
August,3,2:30,1,0,0.0,429.16,4,0,0.0,308.5,14,1,0.071429,321.98,9,1,0.111111,336.33
August,3,3:00,1,0,0.0,310.64,6,0,0.0,310.13,14,2,0.142857,330.96,3,0,0.0,402.54
August,3,3:30,2,0,0.0,389.27,3,0,0.0,298.0,9,0,0.0,404.59,1,0,0.0,219.06
August,3,4:00,2,0,0.0,327.55,3,0,0.0,289.15,10,0,0.0,429.89,1,0,0.0,131.77
August,3,4:30,1,0,0.0,319.37,3,0,0.0,426.53,7,0,0.0,374.92,1,0,0.0,249.03
August,3,5:00,3,0,0.0,193.53,3,0,0.0,488.55,10,0,0.0,364.36,1,0,0.0,353.67
August,3,5:30,2,0,0.0,213.21,3,0,0.0,315.0,9,0,0.0,269.96,1,0,0.0,416.29
August,3,6:00,4,0,0.0,256.43,4,0,0.0,313.71,18,0,0.0,280.53,6,0,0.0,225.5
August,3,6:30,1,0,0.0,290.52,4,0,0.0,329.23,27,2,0.074074,265.07,12,0,0.0,274.19
August,3,7:00,5,0,0.0,296.27,9,0,0.0,309.83,42,0,0.0,281.58,18,0,0.0,309.89
August,3,7:30,6,0,0.0,356.05,13,1,0.076923,317.77,67,1,0.014925,268.75,34,1,0.029412,303.93
August,3,8:00,12,0,0.0,268.12,24,1,0.041667,282.97,105,0,0.0,279.56,49,1,0.020408,295.85
August,3,8:30,16,0,0.0,306.14,34,1,0.029412,323.73,148,2,0.013514,297.87,70,0,0.0,316.06
August,3,9:00,21,0,0.0,275.53,81,2,0.024691,317.48,193,1,0.005181,311.12,102,2,0.019608,304.87
August,3,9:30,24,0,0.0,323.71,97,0,0.0,333.13,250,1,0.004,298.04,120,1,0.008333,286.44
August,3,10:00,27,0,0.0,312.1,128,2,0.015625,319.29,312,2,0.00641,302.07,142,3,0.021127,303.87
August,3,10:30,40,0,0.0,300.65,144,7,0.048611,339.56,360,3,0.008333,310.1,172,13,0.075581,323.68
August,3,11:00,37,0,0.0,309.86,154,5,0.032468,329.46,383,3,0.007833,325.35,186,4,0.021505,306.12
August,3,11:30,39,0,0.0,319.33,180,8,0.044444,331.65,432,7,0.016204,325.21,200,3,0.015,312.73
August,3,12:00,58,0,0.0,311.44,202,7,0.034653,328.33,468,3,0.00641,321.74,219,3,0.013699,307.1
August,3,12:30,70,1,0.014286,316.26,232,18,0.077586,336.87,471,6,0.012739,320.6,219,2,0.009132,303.73
August,3,13:00,86,1,0.011628,320.78,266,10,0.037594,318.7,485,13,0.026804,335.25,218,4,0.018349,316.49
August,3,13:30,89,1,0.011236,309.48,272,13,0.047794,324.65,473,21,0.044397,333.08,238,4,0.016807,313.71
August,3,14:00,93,0,0.0,321.45,297,10,0.03367,334.65,476,8,0.016807,339.33,230,2,0.008696,317.68
August,3,14:30,96,1,0.010417,320.49,282,8,0.028369,337.98,468,3,0.00641,332.25,237,4,0.016878,308.11
August,3,15:00,91,1,0.010989,324.74,298,2,0.006711,334.39,476,2,0.004202,338.4,225,2,0.008889,321.2
August,3,15:30,100,2,0.02,312.59,316,6,0.018987,331.69,459,2,0.004357,339.85,242,6,0.024793,308.75
August,3,16:00,94,0,0.0,317.77,303,6,0.019802,333.56,452,3,0.006637,332.18,219,2,0.009132,329.38
August,3,16:30,89,0,0.0,303.74,284,6,0.021127,328.95,442,6,0.013575,342.14,222,5,0.022523,318.19
August,3,17:00,75,0,0.0,320.39,281,8,0.02847,336.37,411,2,0.004866,340.61,210,1,0.004762,327.79
August,3,17:30,69,0,0.0,298.75,265,8,0.030189,331.59,390,2,0.005128,329.72,201,1,0.004975,320.77
August,3,18:00,54,0,0.0,325.11,249,6,0.024096,332.64,344,1,0.002907,335.03,191,2,0.010471,312.38
August,3,18:30,45,0,0.0,306.3,218,12,0.055046,329.33,324,3,0.009259,331.9,174,1,0.005747,312.47
August,3,19:00,36,0,0.0,310.62,196,10,0.05102,312.12,297,2,0.006734,336.76,160,1,0.00625,310.86
August,3,19:30,30,0,0.0,290.61,181,4,0.022099,338.45,263,2,0.007605,336.94,163,1,0.006135,330.14
August,3,20:00,33,0,0.0,314.02,160,2,0.0125,327.6,247,2,0.008097,324.35,146,3,0.020548,324.23
August,3,20:30,26,0,0.0,319.58,142,2,0.014085,323.65,226,4,0.017699,330.81,135,1,0.007407,315.52
August,3,21:00,22,1,0.045455,301.79,130,2,0.015385,322.82,198,1,0.005051,330.83,102,2,0.019608,319.26
August,3,21:30,17,0,0.0,373.53,108,4,0.037037,333.02,168,2,0.011905,321.25,97,0,0.0,325.6
August,3,22:00,15,0,0.0,292.46,94,3,0.031915,339.02,147,1,0.006803,329.44,85,2,0.023529,324.85
August,3,22:30,15,1,0.066667,305.5,75,5,0.066667,314.35,134,3,0.022388,322.78,74,1,0.013514,318.43
August,3,23:00,9,1,0.111111,393.65,57,1,0.017544,277.55,102,1,0.009804,322.79,60,0,0.0,320.75
August,3,23:30,8,0,0.0,303.26,47,1,0.021277,295.22,84,1,0.011905,319.44,53,1,0.018868,348.67
August,4,0:00,5,0,0.0,364.29,25,3,0.12,350.11,60,1,0.016667,312.91,35,0,0.0,292.93
August,4,0:30,3,0,0.0,273.34,21,0,0.0,293.0,46,0,0.0,302.87,25,0,0.0,294.97
August,4,1:00,3,0,0.0,348.56,10,0,0.0,352.64,35,1,0.028571,302.83,17,0,0.0,321.75
August,4,1:30,1,0,0.0,299.61,6,0,0.0,345.58,25,1,0.04,324.2,14,0,0.0,304.54
August,4,2:00,2,0,0.0,393.63,5,0,0.0,248.77,16,1,0.0625,283.12,9,1,0.111111,291.24
August,4,2:30,2,0,0.0,222.6,5,0,0.0,287.4,16,2,0.125,348.56,9,1,0.111111,296.04
August,4,3:00,1,0,0.0,282.63,3,0,0.0,332.37,12,1,0.083333,310.91,6,1,0.166667,367.21
August,4,3:30,1,0,0.0,241.23,2,0,0.0,331.06,10,0,0.0,305.08,5,1,0.2,232.01
August,4,4:00,1,0,0.0,205.11,3,0,0.0,279.73,11,0,0.0,306.58,4,1,0.25,273.13
August,4,4:30,2,0,0.0,163.59,3,0,0.0,241.28,9,0,0.0,280.79,6,1,0.166667,194.2
August,4,5:00,1,0,0.0,261.12,1,0,0.0,280.06,12,0,0.0,323.39,5,0,0.0,275.45
August,4,5:30,1,0,0.0,207.66,4,0,0.0,246.64,15,1,0.066667,256.91,5,0,0.0,286.09
August,4,6:00,2,0,0.0,247.83,4,0,0.0,207.61,26,0,0.0,250.07,13,0,0.0,223.36
August,4,6:30,3,1,0.333333,205.88,6,2,0.333333,332.17,45,1,0.022222,286.43,20,1,0.05,232.72
August,4,7:00,9,0,0.0,208.28,26,0,0.0,252.6,81,0,0.0,241.35,37,0,0.0,253.91
August,4,7:30,13,0,0.0,296.66,43,2,0.046512,257.25,134,1,0.007463,251.81,60,1,0.016667,256.78
August,4,8:00,45,0,0.0,269.13,91,1,0.010989,261.37,272,2,0.007353,278.96,122,1,0.008197,253.93
August,4,8:30,85,1,0.011765,297.53,138,4,0.028986,279.87,428,2,0.004673,290.63,180,5,0.027778,267.46
August,4,9:00,137,1,0.007299,284.94,232,1,0.00431,286.16,604,4,0.006623,303.02,299,4,0.013378,273.37
August,4,9:30,183,1,0.005464,301.13,291,3,0.010309,298.39,776,23,0.029639,321.27,368,18,0.048913,286.84
August,4,10:00,218,1,0.004587,306.22,384,4,0.010417,301.35,934,29,0.031049,319.78,446,17,0.038117,294.68
August,4,10:30,246,1,0.004065,293.22,427,21,0.04918,314.56,1046,44,0.042065,329.58,496,32,0.064516,297.68
August,4,11:00,253,1,0.003953,302.88,488,8,0.016393,320.04,1140,23,0.020175,337.7,535,22,0.041121,301.82
August,4,11:30,266,1,0.003759,311.38,504,15,0.029762,323.0,1146,33,0.028796,342.08,563,21,0.0373,302.25
August,4,12:00,260,2,0.007692,305.36,559,8,0.014311,317.22,1201,37,0.030808,338.7,599,25,0.041736,306.7
August,4,12:30,271,1,0.00369,298.31,572,20,0.034965,326.03,1190,48,0.040336,340.69,606,35,0.057756,306.91
August,4,13:00,265,2,0.007547,297.37,576,8,0.013889,326.16,1175,21,0.017872,344.4,593,19,0.03204,310.5
August,4,13:30,264,2,0.007576,308.39,581,22,0.037866,316.62,1163,45,0.038693,351.1,603,25,0.041459,304.92
August,4,14:00,268,2,0.007463,307.97,614,24,0.039088,317.77,1196,46,0.038462,351.09,621,30,0.048309,301.01
August,4,14:30,278,6,0.021583,309.23,612,34,0.055556,320.41,1204,102,0.084718,350.85,641,67,0.104524,310.98
August,4,15:00,273,3,0.010989,305.56,609,19,0.031199,323.85,1206,47,0.038972,347.04,641,33,0.051482,308.35
August,4,15:30,288,2,0.006944,310.99,621,5,0.008052,320.4,1195,16,0.013389,352.96,619,23,0.037157,312.03
August,4,16:00,270,1,0.003704,318.23,621,4,0.006441,323.51,1200,8,0.006667,347.29,633,8,0.012638,317.76
August,4,16:30,269,1,0.003717,306.13,609,11,0.018062,331.78,1164,8,0.006873,350.02,617,15,0.024311,320.4
August,4,17:00,240,2,0.008333,314.09,581,5,0.008606,327.17,1096,12,0.010949,347.62,589,7,0.011885,323.28
August,4,17:30,223,1,0.004484,304.5,544,3,0.005515,331.48,1006,12,0.011928,350.19,549,16,0.029144,310.45
August,4,18:00,182,1,0.005495,297.13,492,5,0.010163,331.13,947,25,0.026399,347.55,500,4,0.008,316.86
August,4,18:30,163,1,0.006135,317.51,462,8,0.017316,325.11,827,10,0.012092,351.13,438,3,0.006849,319.4
August,4,19:00,107,0,0.0,313.63,407,7,0.017199,331.95,723,12,0.016598,358.46,396,7,0.017677,303.46
August,4,19:30,86,1,0.011628,313.25,381,6,0.015748,313.89,657,18,0.027397,352.88,375,21,0.056,316.49
August,4,20:00,62,1,0.016129,303.51,337,10,0.029674,315.93,583,17,0.02916,352.9,324,17,0.052469,305.06
August,4,20:30,47,1,0.021277,309.12,274,4,0.014599,312.0,480,4,0.008333,343.05,274,7,0.025547,308.9
August,4,21:00,40,1,0.025,313.69,226,4,0.017699,304.46,403,2,0.004963,342.54,231,13,0.056277,304.41
August,4,21:30,30,1,0.033333,295.59,183,1,0.005464,316.23,349,1,0.002865,333.68,189,3,0.015873,319.22
August,4,22:00,24,0,0.0,300.82,146,1,0.006849,302.44,266,2,0.007519,330.12,153,2,0.013072,307.42
August,4,22:30,15,3,0.2,315.86,114,1,0.008772,299.07,208,1,0.004808,321.45,131,1,0.007634,309.69
August,4,23:00,16,1,0.0625,290.66,83,1,0.012048,277.79,163,1,0.006135,314.15,106,2,0.018868,321.96
August,4,23:30,11,0,0.0,312.31,64,0,0.0,277.82,121,0,0.0,331.7,75,1,0.013333,300.74
August,5,0:00,5,0,0.0,314.53,37,0,0.0,286.29,81,0,0.0,311.58,50,1,0.02,291.41
August,5,0:30,5,0,0.0,246.84,28,0,0.0,286.51,57,0,0.0,313.63,36,0,0.0,317.53
August,5,1:00,3,0,0.0,292.26,14,0,0.0,303.23,42,0,0.0,317.65,28,0,0.0,349.32
August,5,1:30,2,0,0.0,216.07,7,0,0.0,286.87,30,0,0.0,272.84,19,0,0.0,327.15
August,5,2:00,2,0,0.0,406.26,4,0,0.0,318.39,22,0,0.0,273.24,13,1,0.076923,297.39
August,5,2:30,1,0,0.0,173.11,4,0,0.0,351.82,19,0,0.0,253.14,10,0,0.0,282.64
August,5,3:00,1,0,0.0,311.83,3,0,0.0,313.22,14,1,0.071429,259.98,2,0,0.0,343.59
August,5,3:30,2,0,0.0,237.24,3,0,0.0,202.97,13,0,0.0,280.9,1,0,0.0,269.8
August,5,4:00,1,0,0.0,248.9,2,0,0.0,233.89,10,0,0.0,294.22,1,0,0.0,169.31
August,5,4:30,2,0,0.0,221.02,3,0,0.0,209.75,11,0,0.0,255.3,1,0,0.0,203.12
August,5,5:00,2,0,0.0,205.45,2,0,0.0,277.54,13,0,0.0,272.44,1,0,0.0,202.49
August,5,5:30,3,0,0.0,192.31,3,0,0.0,299.57,17,0,0.0,296.04,1,0,0.0,287.72
August,5,6:00,2,0,0.0,258.33,5,0,0.0,252.98,30,1,0.033333,230.12,14,0,0.0,206.33
August,5,6:30,4,1,0.25,190.53,9,2,0.222222,289.98,50,1,0.02,223.43,22,1,0.045455,224.73
August,5,7:00,10,0,0.0,228.8,28,0,0.0,243.72,93,0,0.0,245.27,43,0,0.0,259.94
August,5,7:30,16,0,0.0,274.49,45,1,0.022222,267.38,144,2,0.013889,248.24,70,0,0.0,259.75
August,5,8:00,51,0,0.0,239.31,95,1,0.010526,259.67,271,1,0.00369,272.82,124,1,0.008065,260.88
August,5,8:30,86,1,0.011628,266.94,150,1,0.006667,285.96,392,2,0.005102,284.85,186,1,0.005376,267.79
August,5,9:00,132,2,0.015152,284.15,216,1,0.00463,283.24,578,2,0.00346,292.99,273,1,0.003663,272.79
August,5,9:30,174,2,0.011494,284.91,281,2,0.007117,301.75,718,6,0.008357,302.48,338,2,0.005917,282.72
August,5,10:00,203,1,0.004926,283.7,342,1,0.002924,298.95,842,5,0.005938,305.26,407,4,0.009828,290.47
August,5,10:30,226,1,0.004425,281.33,374,7,0.018717,309.81,941,18,0.019129,314.02,452,11,0.024336,290.3
August,5,11:00,239,1,0.004184,287.45,430,2,0.004651,314.35,1011,8,0.007913,316.78,486,8,0.016461,305.22
August,5,11:30,256,1,0.003906,287.73,448,4,0.008929,313.8,1051,7,0.00666,318.32,524,8,0.015267,299.66
August,5,12:00,258,1,0.003876,289.04,480,2,0.004167,323.25,1044,13,0.012452,319.44,544,4,0.007353,301.69
August,5,12:30,257,2,0.007782,280.56,492,6,0.012195,324.78,1056,30,0.028409,324.6,542,14,0.02583,303.45
August,5,13:00,260,1,0.003846,285.97,525,3,0.005714,324.84,1057,7,0.006623,323.0,546,11,0.020147,301.46
August,5,13:30,254,1,0.003937,294.19,525,7,0.013333,320.91,1046,21,0.020076,326.53,529,20,0.037807,307.58
August,5,14:00,270,1,0.003704,287.09,563,4,0.007105,316.53,1079,8,0.007414,327.09,574,14,0.02439,304.51
August,5,14:30,269,1,0.003717,290.57,574,3,0.005226,324.62,1080,11,0.010185,332.7,557,11,0.019749,303.95
August,5,15:00,267,1,0.003745,296.21,572,2,0.003497,317.81,1066,6,0.005629,329.91,557,6,0.010772,306.25
August,5,15:30,261,1,0.003831,287.15,551,2,0.00363,318.19,1056,4,0.003788,331.5,564,12,0.021277,303.37
August,5,16:00,279,2,0.007168,296.97,558,2,0.003584,328.45,1037,4,0.003857,331.7,579,3,0.005181,308.17
August,5,16:30,259,1,0.003861,297.39,530,2,0.003774,325.77,1037,4,0.003857,327.01,560,5,0.008929,309.97
August,5,17:00,228,1,0.004386,290.88,499,3,0.006012,330.06,970,8,0.008247,333.33,499,2,0.004008,307.69
August,5,17:30,192,1,0.005208,287.31,486,3,0.006173,330.16,909,6,0.006601,329.06,483,6,0.012422,308.51
August,5,18:00,183,1,0.005464,290.45,459,3,0.006536,323.88,847,9,0.010626,327.67,450,3,0.006667,313.47
August,5,18:30,155,1,0.006452,288.21,411,2,0.004866,320.91,728,9,0.012363,326.61,392,2,0.005102,312.6
August,5,19:00,101,1,0.009901,306.42,363,2,0.00551,318.01,659,7,0.010622,327.75,357,4,0.011204,303.34
August,5,19:30,75,0,0.0,288.41,337,1,0.002967,320.48,583,6,0.010292,322.98,326,7,0.021472,313.15
