Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,6.0,11:30,100.00%,34.0,0.0,0.00%,350.65
April,6.0,12:00,100.00%,47.0,0.0,0.00%,313.72
April,6.0,12:30,98.28%,58.0,0.0,0.00%,285.52
April,6.0,13:00,76.25%,86.0,6.0,6.98%,278.14
April,6.0,13:30,89.04%,73.0,0.0,0.00%,255.34
April,6.0,14:00,100.00%,71.0,0.0,0.00%,257.17
April,6.0,14:30,100.00%,91.0,1.0,1.10%,263.13
April,6.0,15:00,95.59%,69.0,1.0,1.45%,334.79
April,6.0,15:30,93.98%,83.0,0.0,0.00%,268.7
April,6.0,16:00,98.75%,80.0,0.0,0.00%,328.65
April,6.0,16:30,100.00%,77.0,0.0,0.00%,252.25
April,6.0,17:00,100.00%,55.0,0.0,0.00%,273.67
April,6.0,17:30,100.00%,51.0,0.0,0.00%,272.84
April,6.0,18:00,100.00%,46.0,0.0,0.00%,312.85
April,6.0,18:30,100.00%,35.0,0.0,0.00%,320.77
April,6.0,19:00,100.00%,28.0,0.0,0.00%,289.57
April,6.0,19:30,100.00%,22.0,0.0,0.00%,291.95
April,6.0,20:00,94.74%,19.0,0.0,0.00%,238.68
April,6.0,20:30,100.00%,14.0,0.0,0.00%,284.07
April,6.0,21:00,100.00%,14.0,0.0,0.00%,296.14
April,6.0,21:30,100.00%,9.0,0.0,0.00%,373.67
April,6.0,22:00,100.00%,21.0,0.0,0.00%,263.05
April,6.0,22:30,60.00%,12.0,2.0,16.67%,324.2
April,6.0,23:00,85.71%,7.0,0.0,0.00%,374.43
April,6.0,23:30,100.00%,5.0,0.0,0.00%,200
April,7.0,0:00,100.00%,5.0,0.0,0.00%,350.4
April,7.0,0:30,100.00%,5.0,0.0,0.00%,266.8
April,7.0,1:00,100.00%,1.0,0.0,0.00%,286
April,7.0,,,,,,
April,7.0,,,,,,
April,7.0,,,,,,
April,7.0,,,,,,
April,7.0,,,,,,
April,7.0,,,,,,
April,7.0,,,,,,
April,7.0,6:30,100.00%,1.0,0.0,0.00%,53
April,7.0,7:00,85.71%,8.0,1.0,12.50%,185.29
April,7.0,7:30,100.00%,6.0,0.0,0.00%,540.83
April,7.0,8:00,100.00%,33.0,0.0,0.00%,305.48
April,7.0,8:30,85.06%,87.0,0.0,0.00%,297.95
April,7.0,9:00,92.92%,113.0,0.0,0.00%,319.73
April,7.0,9:30,96.57%,176.0,1.0,0.57%,368.04
April,7.0,10:00,97.70%,174.0,0.0,0.00%,323.98
April,7.0,10:30,98.98%,197.0,0.0,0.00%,309.25
April,7.0,11:00,99.59%,242.0,0.0,0.00%,332.38
April,7.0,11:30,98.79%,249.0,1.0,0.40%,314.4
April,7.0,12:00,93.17%,249.0,0.0,0.00%,309.31
April,7.0,12:30,98.04%,255.0,0.0,0.00%,321.7
April,7.0,13:00,96.68%,301.0,0.0,0.00%,299.98
April,7.0,13:30,99.13%,231.0,0.0,0.00%,347.18
April,7.0,14:00,98.51%,268.0,0.0,0.00%,319.88
April,7.0,14:30,86.52%,284.0,2.0,0.70%,334.34
April,7.0,15:00,80.95%,295.0,1.0,0.34%,322.28
April,7.0,15:30,98.52%,270.0,0.0,0.00%,354.54
April,7.0,16:00,99.24%,264.0,1.0,0.38%,320.65
April,7.0,16:30,99.19%,246.0,0.0,0.00%,340.08
April,7.0,17:00,100.00%,238.0,0.0,0.00%,357.74
April,7.0,17:30,98.59%,213.0,0.0,0.00%,308.02
April,7.0,18:00,99.38%,160.0,0.0,0.00%,314.43
April,7.0,18:30,98.53%,136.0,0.0,0.00%,297.23
April,7.0,19:00,100.00%,90.0,0.0,0.00%,339.97
April,7.0,19:30,97.73%,88.0,0.0,0.00%,341.27
April,7.0,20:00,100.00%,67.0,0.0,0.00%,311.31
April,7.0,20:30,97.14%,37.0,2.0,5.41%,384.31
April,7.0,21:00,97.30%,39.0,2.0,5.13%,260.86
April,7.0,21:30,100.00%,20.0,0.0,0.00%,548.85
April,7.0,22:00,100.00%,18.0,0.0,0.00%,226.67
April,7.0,22:30,40.00%,10.0,0.0,0.00%,283.1
April,7.0,23:00,80.00%,15.0,0.0,0.00%,226
April,7.0,23:30,100.00%,6.0,0.0,0.00%,613.17
April,8.0,0:00,100.00%,5.0,0.0,0.00%,351.8
April,8.0,0:30,100.00%,11.0,0.0,0.00%,480.64
April,8.0,1:00,100.00%,4.0,0.0,0.00%,481
April,8.0,1:30,100.00%,6.0,0.0,0.00%,286.67
April,8.0,2:00,100.00%,2.0,0.0,0.00%,372
April,8.0,2:30,100.00%,1.0,0.0,0.00%,2
April,8.0,4:00,100.00%,1.0,0.0,0.00%,211
April,8.0,4:30,100.00%,2.0,0.0,0.00%,121.5
April,8.0,5:00,100.00%,3.0,0.0,0.00%,217.67
April,8.0,5:30,100.00%,3.0,0.0,0.00%,134.67
April,8.0,6:00,100.00%,1.0,0.0,0.00%,206
April,8.0,6:30,14.29%,8.0,1.0,12.50%,206.29
April,8.0,7:00,40.00%,5.0,0.0,0.00%,268.4
April,8.0,7:30,92.86%,14.0,0.0,0.00%,297.79
April,8.0,8:00,94.12%,34.0,0.0,0.00%,250.41
April,8.0,8:30,83.72%,88.0,2.0,2.27%,285.71
April,8.0,9:00,92.65%,137.0,1.0,0.73%,320.65
April,8.0,9:30,93.33%,155.0,5.0,3.23%,331.31
April,8.0,10:00,74.02%,206.0,2.0,0.97%,351.02
April,8.0,10:30,96.74%,215.0,0.0,0.00%,316.95
April,8.0,11:00,96.55%,204.0,1.0,0.49%,327.58
April,8.0,11:30,94.61%,243.0,2.0,0.82%,312.43
April,8.0,12:00,84.42%,283.0,7.0,2.47%,336.92
April,8.0,12:30,70.85%,252.0,5.0,1.98%,317.16
April,8.0,13:00,99.55%,224.0,0.0,0.00%,325.81
April,8.0,13:30,95.92%,245.0,0.0,0.00%,367.21
April,8.0,14:00,97.04%,270.0,0.0,0.00%,291.77
April,8.0,14:30,100.00%,179.0,1.0,0.56%,318.51
April,8.0,15:00,91.60%,262.0,0.0,0.00%,314.62
April,8.0,15:30,91.76%,268.0,1.0,0.37%,340.09
April,8.0,16:00,84.79%,264.0,1.0,0.38%,349.78
April,8.0,16:30,98.85%,262.0,1.0,0.38%,329.97
April,8.0,17:00,99.54%,216.0,0.0,0.00%,282.39
April,8.0,17:30,97.93%,193.0,0.0,0.00%,379.38
April,8.0,18:00,82.76%,176.0,2.0,1.14%,324.32
April,8.0,18:30,93.48%,138.0,0.0,0.00%,326.01
April,8.0,19:00,100.00%,82.0,0.0,0.00%,311.16
April,8.0,19:30,100.00%,94.0,0.0,0.00%,276.96
April,8.0,20:00,100.00%,47.0,0.0,0.00%,362.6
April,8.0,20:30,100.00%,52.0,0.0,0.00%,272.9
April,8.0,21:00,94.59%,38.0,1.0,2.63%,342.89
April,8.0,21:30,100.00%,23.0,0.0,0.00%,347.83
April,8.0,22:00,100.00%,21.0,0.0,0.00%,271
April,8.0,22:30,55.56%,22.0,4.0,18.18%,273.33
April,8.0,23:00,26.67%,15.0,0.0,0.00%,427.93
April,8.0,23:30,100.00%,8.0,0.0,0.00%,339
April,9.0,0:00,100.00%,8.0,0.0,0.00%,279.38
April,9.0,0:30,100.00%,4.0,0.0,0.00%,150.5
April,9.0,1:30,100.00%,1.0,0.0,0.00%,315
April,9.0,2:00,100.00%,2.0,0.0,0.00%,257
April,9.0,2:30,100.00%,1.0,0.0,0.00%,170
April,9.0,3:00,100.00%,2.0,0.0,0.00%,288.5
April,9.0,3:30,100.00%,3.0,0.0,0.00%,441.67
April,9.0,4:00,100.00%,2.0,0.0,0.00%,183.5
April,9.0,5:00,100.00%,1.0,0.0,0.00%,549
April,9.0,5:30,100.00%,1.0,0.0,0.00%,226
April,9.0,6:00,100.00%,3.0,0.0,0.00%,286.67
April,9.0,6:30,100.00%,1.0,0.0,0.00%,117
April,9.0,7:00,100.00%,3.0,0.0,0.00%,286.67
April,9.0,7:30,87.50%,8.0,0.0,0.00%,356.88
April,9.0,8:00,93.18%,44.0,0.0,0.00%,258.14
April,9.0,8:30,83.91%,90.0,3.0,3.33%,280.07
April,9.0,9:00,84.17%,121.0,1.0,0.83%,317.23
April,9.0,9:30,90.20%,154.0,1.0,0.65%,323.79
April,9.0,10:00,94.54%,185.0,2.0,1.08%,324.23
April,9.0,10:30,98.42%,190.0,0.0,0.00%,324.04
April,9.0,11:00,95.48%,221.0,0.0,0.00%,308.81
April,9.0,11:30,96.77%,218.0,1.0,0.46%,306.63
April,9.0,12:00,67.69%,232.0,3.0,1.29%,315.1
April,9.0,12:30,97.72%,220.0,1.0,0.45%,318.79
April,9.0,13:00,99.51%,204.0,0.0,0.00%,292.59
April,9.0,13:30,100.00%,197.0,0.0,0.00%,317.41
April,9.0,14:00,99.51%,205.0,0.0,0.00%,324.2
April,9.0,14:30,96.96%,230.0,0.0,0.00%,310.72
April,9.0,15:00,93.28%,253.0,0.0,0.00%,331.55
April,9.0,15:30,97.33%,226.0,1.0,0.44%,311.28
April,9.0,16:00,99.50%,202.0,0.0,0.00%,328.49
April,9.0,16:30,99.49%,197.0,1.0,0.51%,295.94
April,9.0,17:00,97.45%,196.0,0.0,,
April,9.0,17:30,91.08%,157.0,0.0,,
April,9.0,18:00,83.55%,153.0,1.0,,
April,9.0,18:30,98.56%,139.0,0.0,,
April,9.0,19:00,100.00%,80.0,0.0,,
April,9.0,19:30,100.00%,52.0,0.0,,
April,9.0,20:00,100.00%,44.0,0.0,,
April,9.0,20:30,100.00%,40.0,2.0,,
April,9.0,21:00,100.00%,20.0,1.0,,
April,9.0,21:30,100.00%,14.0,0.0,,
April,9.0,22:00,100.00%,20.0,0.0,,
April,9.0,22:30,50.00%,12.0,0.0,,
April,9.0,23:00,80.00%,6.0,1.0,,
April,9.0,23:30,80.00%,5.0,0.0,,
April,10.0,0:00,100.00%,4.0,0.0,,
April,10.0,0:30,100.00%,4.0,0.0,,
April,10.0,1:00,100.00%,3.0,0.0,,
April,10.0,1:30,100.00%,2.0,0.0,0.00%,379.5
April,10.0,2:00,100.00%,1.0,0.0,0.00%,154
April,10.0,2:30,,0.0,0.0,,
April,10.0,3:00,100.00%,1.0,0.0,0.00%,315
April,10.0,4:30,100.00%,1.0,0.0,0.00%,470
April,10.0,5:00,100.00%,3.0,0.0,0.00%,169.67
April,10.0,5:30,100.00%,3.0,0.0,0.00%,141.33
April,10.0,6:00,100.00%,4.0,2.0,50.00%,307
April,10.0,6:30,50.00%,2.0,0.0,0.00%,271
April,10.0,7:00,57.14%,8.0,1.0,12.50%,321.57
April,10.0,7:30,15.38%,15.0,2.0,13.33%,245.62
April,10.0,8:00,84.78%,46.0,0.0,0.00%,282.2
April,10.0,8:30,73.44%,65.0,1.0,1.54%,328
April,10.0,9:00,94.34%,106.0,0.0,0.00%,315.42
April,10.0,9:30,96.90%,129.0,0.0,0.00%,305.79
April,10.0,10:00,75.74%,173.0,4.0,2.31%,308.44
April,10.0,10:30,91.12%,216.0,2.0,0.93%,306.94
April,10.0,11:00,97.67%,215.0,0.0,0.00%,305.64
April,10.0,11:30,80.09%,230.0,4.0,1.74%,340.47
April,10.0,12:00,95.61%,228.0,0.0,0.00%,324.37
April,10.0,12:30,86.51%,254.0,2.0,0.79%,293.73
April,10.0,13:00,92.56%,215.0,0.0,0.00%,286.83
April,10.0,13:30,98.52%,203.0,0.0,0.00%,322.07
April,10.0,14:00,92.09%,255.0,2.0,0.78%,307.36
April,10.0,14:30,95.14%,247.0,0.0,0.00%,311.53
April,10.0,15:00,94.62%,226.0,3.0,1.33%,327.03
April,10.0,15:30,62.11%,209.0,19.0,9.09%,329.06
April,10.0,16:00,72.77%,245.0,10.0,4.08%,329.43
April,10.0,16:30,98.97%,195.0,0.0,0.00%,330.95
April,10.0,17:00,98.95%,193.0,2.0,1.04%,331.29
April,10.0,17:30,95.48%,177.0,0.0,0.00%,354.5
April,10.0,18:00,93.29%,166.0,2.0,1.20%,370.43
April,10.0,18:30,100.00%,134.0,0.0,0.00%,320.18
April,10.0,19:00,97.73%,89.0,1.0,1.12%,372.08
April,10.0,19:30,100.00%,61.0,0.0,0.00%,309.2
April,10.0,20:00,98.15%,54.0,0.0,0.00%,333.69
April,10.0,20:30,100.00%,30.0,1.0,3.33%,336.38
April,10.0,21:00,92.59%,27.0,0.0,0.00%,467.85
April,10.0,21:30,100.00%,22.0,0.0,0.00%,320.05
April,10.0,22:00,100.00%,17.0,0.0,0.00%,195.76
April,10.0,22:30,90.00%,10.0,0.0,0.00%,400.7
April,10.0,23:00,71.43%,7.0,0.0,0.00%,127
April,10.0,23:30,54.55%,12.0,1.0,8.33%,364
