Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,1,18:30,78.93%,339,2,0.59%,353.46
April,1,19:00,84.69%,298,4,1.34%,365.92
April,1,19:30,95.79%,287,2,0.70%,361.16
April,1,20:00,92.76%,224,3,1.34%,310.38
April,1,20:30,74.07%,218,2,0.92%,347.15
April,1,21:00,96.97%,166,1,0.60%,335.01
April,1,21:30,96.18%,157,0,0.00%,373.85
April,1,22:00,88.79%,118,2,1.69%,373.86
April,1,22:30,86.27%,104,2,1.92%,359.6
April,1,23:00,100.00%,63,0,0.00%,355.63
April,1,23:30,97.56%,41,0,0.00%,253.9
April,2,0:00,100.00%,33,0,0.00%,386.03
April,2,0:30,100.00%,17,0,0.00%,384.47
April,2,1:00,100.00%,10,0,0.00%,281.4
April,2,1:30,100.00%,6,0,0.00%,362.67
April,2,2:00,100.00%,4,0,0.00%,556.75
April,2,2:30,100.00%,1,0,0.00%,168
April,2,3:00,100.00%,2,0,0.00%,906.5
April,2,3:30,100.00%,3,0,0.00%,216.67
April,2,4:00,100.00%,2,0,0.00%,256
April,2,4:30,100.00%,3,0,0.00%,256
April,2,5:00,100.00%,3,0,0.00%,505.33
April,2,5:30,,0,0,,
April,2,6:00,100.00%,2,0,0.00%,429
April,2,6:30,100.00%,6,0,0.00%,371.17
April,2,7:00,100.00%,22,0,0.00%,202.91
April,2,7:30,100.00%,39,0,0.00%,303.56
April,2,8:00,100.00%,48,0,0.00%,313.71
April,2,8:30,98.06%,104,1,0.96%,328.18
April,2,9:00,100.00%,166,0,0.00%,294.45
April,2,9:30,96.65%,214,5,2.34%,315.36
April,2,10:00,95.18%,250,1,0.40%,298.37
April,2,10:30,88.81%,300,5,1.67%,336.33
April,2,11:00,78.66%,321,7,2.18%,335.41
April,2,11:30,83.09%,346,3,0.87%,339.16
April,2,12:00,94.99%,379,0,0.00%,327.83
April,2,12:30,71.08%,417,9,2.16%,328.86
April,2,13:00,97.26%,440,2,0.45%,331.89
April,2,13:30,75.88%,409,11,2.69%,337.02
April,2,14:00,97.05%,408,1,0.25%,317.75
April,2,14:30,99.10%,448,2,0.45%,364.02
April,2,15:00,100.00%,411,1,0.24%,349.22
April,2,15:30,99.53%,430,2,0.47%,333.94
April,2,16:00,100.00%,436,0,0.00%,341.39
April,2,16:30,99.50%,403,0,0.00%,335.56
April,2,17:00,97.10%,385,6,1.56%,336.47
April,2,17:30,99.22%,389,3,0.77%,334.3
April,2,18:00,98.61%,361,0,0.00%,330.58
April,2,18:30,99.09%,329,0,0.00%,361.68
April,2,19:00,99.65%,285,3,1.05%,351.6
April,2,19:30,99.17%,244,2,0.82%,293.23
April,2,20:00,90.76%,240,2,0.83%,331.68
April,2,20:30,98.94%,190,2,1.05%,344.44
April,2,21:00,97.28%,148,1,0.68%,305.09
April,2,21:30,98.65%,148,0,0.00%,353.77
April,2,22:00,100.00%,99,0,0.00%,321.82
April,2,22:30,100.00%,82,0,0.00%,287.34
April,2,23:00,100.00%,72,0,0.00%,272.75
April,2,23:30,100.00%,65,1,1.54%,287.25
April,3,0:00,100.00%,34,0,0.00%,287.62
April,3,0:30,100.00%,22,0,0.00%,278.82
April,3,1:00,100.00%,6,0,0.00%,312.67
April,3,1:30,100.00%,9,0,0.00%,518.11
April,3,2:00,100.00%,5,0,0.00%,365.6
April,3,2:30,100.00%,2,0,0.00%,388.5
April,3,3:30,,,,,
April,3,4:00,,,,,
April,3,4:30,,,,,
April,3,5:30,,,,,
April,3,6:00,,,,,
April,3,6:30,,,,,
April,3,7:00,93.55%,32,1,3.13%,243.68
April,3,7:30,100.00%,34,1,2.94%,240.03
April,3,8:00,88.57%,71,1,1.41%,288.9
April,3,8:30,80.70%,116,2,1.72%,322.09
April,3,9:00,89.84%,187,0,0.00%,324.53
April,3,9:30,98.02%,255,2,0.78%,313.39
April,3,10:00,97.39%,268,0,0.00%,337.18
April,3,10:30,81.59%,327,12,3.67%,322.01
April,3,11:00,86.46%,352,5,1.42%,345.67
April,3,11:30,62.37%,395,15,3.80%,338.28
April,3,12:00,94.04%,369,0,0.00%,326.98
April,3,12:30,90.68%,446,6,1.35%,314.21
April,3,13:00,98.85%,438,2,0.46%,349.77
April,3,13:30,83.11%,447,9,2.01%,335.29
April,3,14:00,81.94%,470,5,1.06%,328.75
April,3,14:30,79.03%,475,3,0.63%,351.92
April,3,15:00,88.64%,487,3,0.62%,342.49
April,3,15:30,99.56%,453,2,0.44%,308.77
April,3,16:00,97.70%,436,2,0.46%,346.77
April,3,16:30,94.00%,419,2,0.48%,348.12
April,3,17:00,99.00%,401,0,0.00%,339.29
April,3,17:30,97.68%,388,0,0.00%,338.97
April,3,18:00,89.30%,388,5,1.29%,346.14
April,3,18:30,90.50%,337,0,0.00%,351.97
April,3,19:00,97.72%,308,1,0.32%,317.28
April,3,19:30,97.80%,274,1,0.36%,339.41
April,3,20:00,94.78%,230,0,0.00%,358.12
April,3,20:30,100.00%,187,0,0.00%,315.01
April,3,21:00,99.38%,160,0,0.00%,331.81
April,3,21:30,100.00%,134,1,0.75%,302.61
April,3,22:00,93.85%,132,2,1.52%,306.12
April,3,22:30,100.00%,102,4,3.92%,320.88
April,3,23:00,100.00%,61,0,0.00%,253
April,3,23:30,100.00%,37,0,0.00%,342.49
April,4,0:00,100.00%,26,0,0.00%,284.62
April,4,0:30,100.00%,17,0,0.00%,344
April,4,1:00,100.00%,18,2,11.11%,273.25
April,4,1:30,100.00%,5,0,0.00%,244.6
April,4,2:00,100.00%,7,0,0.00%,316.57
April,4,2:30,100.00%,10,0,0.00%,314.8
April,4,3:00,100.00%,5,0,0.00%,164.8
April,4,3:30,100.00%,4,0,0.00%,320.5
April,4,4:00,50.00%,4,0,0.00%,264.75
April,4,4:30,100.00%,3,1,33.33%,129.5
April,4,5:00,100.00%,2,0,0.00%,299
April,4,5:30,100.00%,2,0,0.00%,518.5
April,4,6:00,66.67%,3,0,0.00%,131
April,4,6:30,100.00%,4,3,75.00%,333
April,4,7:00,90.48%,21,0,0.00%,294.52
April,4,7:30,91.89%,37,0,0.00%,272.84
April,4,8:00,98.46%,65,0,0.00%,277.28
April,4,8:30,100.00%,97,0,0.00%,267.99
April,4,9:00,98.77%,162,0,0.00%,319.4
April,4,9:30,96.04%,202,0,0.00%,311.66
April,4,10:00,96.98%,233,1,0.43%,336.14
April,4,10:30,71.58%,288,10,3.47%,329.31
April,4,11:00,47.71%,317,11,3.47%,331.05
April,4,11:30,87.61%,349,2,0.57%,336.49
April,4,12:00,94.85%,410,2,0.49%,355.44
April,4,12:30,91.30%,419,5,1.19%,349.94
April,4,13:00,94.12%,427,2,0.47%,362.73
April,4,13:30,86.63%,396,7,1.77%,352.15
April,4,14:00,72.25%,432,14,3.24%,348.68
April,4,14:30,90.17%,412,5,1.21%,355.39
April,4,15:00,92.42%,426,4,0.94%,351.41
April,4,15:30,95.75%,449,2,0.45%,361.81
April,4,16:00,96.13%,414,1,0.24%,369.92
April,4,16:30,95.91%,416,0,0.00%,364.97
April,4,17:00,95.92%,392,0,0.00%,363.48
April,4,17:30,95.64%,370,3,0.81%,374.29
April,4,18:00,96.52%,348,3,0.86%,356.86
April,4,18:30,96.14%,286,1,0.35%,343.35
April,4,19:00,97.10%,242,1,0.41%,375.85
April,4,19:30,93.42%,245,2,0.82%,333.91
April,4,20:00,98.31%,180,2,1.11%,328.9
April,4,20:30,94.48%,183,2,1.09%,320.86
April,4,21:00,92.81%,153,0,0.00%,312.73
April,4,21:30,97.50%,120,0,0.00%,312.76
April,4,22:00,100.00%,96,0,0.00%,352.53
April,4,22:30,100.00%,49,0,0.00%,305.49
April,4,23:00,96.36%,56,1,1.79%,338.67
April,4,23:30,97.83%,48,2,4.17%,268.48
April,5,0:00,92.59%,29,2,6.90%,285.07
April,5,0:30,100.00%,17,0,0.00%,266.35
April,5,1:00,100.00%,4,0,0.00%,988.5
April,5,1:30,0.00%,6,2,33.33%,359
April,5,2:00,50.00%,4,2,50.00%,345
April,5,2:30,100.00%,6,0,0.00%,234.83
April,5,3:00,100.00%,2,0,0.00%,409
April,5,3:30,100.00%,4,0,0.00%,202.75
April,5,4:00,100.00%,4,0,0.00%,83
April,5,4:30,100.00%,2,0,0.00%,150.5
April,5,5:00,100.00%,2,0,0.00%,245
April,5,5:30,100.00%,6,0,0.00%,170.67
April,5,6:00,100.00%,3,0,0.00%,375.67
April,5,6:30,100.00%,4,0,0.00%,115
April,5,7:00,85.71%,7,0,0.00%,225.86
April,5,7:30,95.65%,23,0,0.00%,364.78
April,5,8:00,100.00%,22,0,0.00%,341.41
April,5,8:30,100.00%,38,0,0.00%,317.89
April,5,9:00,100.00%,78,0,0.00%,299.62
April,5,9:30,97.01%,137,3,2.19%,340.41
April,5,10:00,92.90%,183,0,0.00%,309.74
April,5,10:30,89.07%,184,1,0.54%,336.66
April,5,11:00,83.64%,222,2,0.90%,318.42
April,5,11:30,85.38%,265,5,1.89%,311.8
April,5,12:00,96.81%,284,2,0.70%,325.92
April,5,12:30,65.36%,313,7,2.24%,316.17
April,5,13:00,67.35%,358,18,5.03%,317.96
April,5,13:30,78.67%,313,13,4.15%,314.83
April,5,14:00,45.43%,339,22,6.49%,340.85
April,5,14:30,59.52%,347,11,3.17%,339.52
April,5,15:00,97.34%,301,0,0.00%,322.8
April,5,15:30,96.64%,300,2,0.67%,333.68
April,5,16:00,91.84%,332,1,0.30%,324.8
April,5,16:30,96.79%,312,0,0.00%,339.91
April,5,17:00,95.44%,311,4,1.29%,346.82
April,5,17:30,90.11%,291,8,2.75%,368.11
April,5,18:00,73.95%,266,5,1.88%,352.64
April,5,18:30,98.60%,220,5,2.27%,347.93
April,5,19:00,51.22%,216,11,5.09%,344.68
April,5,19:30,91.58%,191,1,0.52%,316.71
April,5,20:00,97.97%,149,1,0.67%,339.1
April,5,20:30,90.58%,140,2,1.43%,324.54
April,5,21:00,47.15%,131,8,6.11%,340.3
April,5,21:30,77.00%,102,2,1.96%,332.76
April,5,22:00,89.33%,76,1,1.32%,309.15
April,5,22:30,93.22%,59,0,0.00%,348.61
April,5,23:00,92.00%,51,1,1.96%,249.86
April,5,23:30,95.74%,47,0,0.00%,325.11
April,6,0:00,96.67%,33,3,9.09%,308.37
April,6,0:30,82.35%,17,0,0.00%,201.12
April,6,1:00,100.00%,8,0,0.00%,378.38
April,6,1:30,100.00%,2,0,0.00%,131.5
April,6,2:00,100.00%,3,0,0.00%,601
April,6,2:30,100.00%,1,0,0.00%,211
April,6,3:00,100.00%,1,,,
April,6,3:30,100.00%,2,,,
April,6,4:00,100.00%,2,,,
April,6,4:30,100.00%,4,,,
April,6,5:00,100.00%,1,,,
April,6,5:30,100.00%,2,,,
April,6,6:00,100.00%,2,,,
April,6,6:30,100.00%,1,,,
April,6,7:00,100.00%,4,,,
April,6,7:30,100.00%,3,,,
April,6,8:00,100.00%,6,0,0.00%,301.67
April,6,8:30,100.00%,19,0,0.00%,286.95
April,6,9:00,100.00%,43,0,0.00%,300.02
April,6,9:30,100.00%,61,0,0.00%,280.39
April,6,10:00,97.56%,82,0,0.00%,275.74
April,6,10:30,93.62%,94,0,0.00%,340.06
April,6,11:00,98.96%,96,0,0.00%,294.51
April,6,11:30,95.07%,144,2,1.39%,305.26
April,6,12:00,100.00%,134,1,0.75%,303.31
April,6,12:30,97.50%,161,1,0.62%,323.98
April,6,13:00,97.71%,176,1,0.57%,307.64
April,6,13:30,91.67%,193,1,0.52%,319.69
April,6,14:00,91.74%,230,0,0.00%,292.89
April,6,14:30,98.60%,215,0,0.00%,321.55
April,6,15:00,100.00%,194,0,0.00%,328.1
April,6,15:30,99.09%,220,0,0.00%,296.2
April,6,16:00,78.80%,252,2,0.79%,334.79
April,6,16:30,99.48%,191,0,0.00%,304.36
April,6,17:00,99.48%,194,1,0.52%,309.56
April,6,17:30,95.53%,179,0,0.00%,282.35
April,6,18:00,91.82%,159,0,0.00%,312.7
April,6,18:30,94.56%,151,4,2.65%,311.49
April,6,19:00,94.08%,153,1,0.65%,286.86
April,6,19:30,100.00%,125,0,0.00%,321.93
April,6,20:00,100.00%,94,1,1.06%,267.34
April,6,20:30,100.00%,95,0,0.00%,322.74
April,6,21:00,97.10%,69,0,0.00%,275.7
April,6,21:30,98.61%,75,3,4.00%,350.5
April,6,22:00,100.00%,62,0,0.00%,354.11
April,6,22:30,100.00%,36,0,0.00%,359.06
April,6,23:00,100.00%,35,0,0.00%,257.97
April,6,23:30,100.00%,30,0,0.00%,255.2
April,7,0:00,100.00%,22,1,4.55%,254.67
April,7,0:30,100.00%,18,0,0.00%,399
April,7,1:00,100.00%,9,0,0.00%,318.11
April,7,1:30,100.00%,1,0,0.00%,322
April,7,2:00,100.00%,3,0,0.00%,196.67
April,7,2:30,100.00%,3,0,0.00%,289.67
April,7,3:00,100.00%,2,1,50.00%,291
April,7,3:30,100.00%,4,0,0.00%,496
April,7,4:00,100.00%,3,0,0.00%,170.67
April,7,4:30,100.00%,2,0,0.00%,155
April,7,5:00,100.00%,1,0,0.00%,266
April,7,5:30,100.00%,1,0,0.00%,217
April,7,6:00,100.00%,3,0,0.00%,294
April,7,6:30,100.00%,5,0,0.00%,210.6
April,7,7:00,94.12%,17,0,0.00%,266.35
April,7,7:30,100.00%,20,0,0.00%,272.3
April,7,8:00,98.39%,62,0,0.00%,279.1
April,7,8:30,100.00%,99,0,0.00%,297.33
April,7,9:00,99.45%,181,0,0.00%,332.56
April,7,9:30,99.53%,211,0,0.00%,313.02
April,7,10:00,96.03%,302,0,0.00%,330.18
April,7,10:30,65.23%,338,13,3.85%,373.69
April,7,11:00,92.96%,355,0,0.00%,334.56
April,7,11:30,92.98%,416,3,0.72%,337.27
April,7,12:00,89.59%,446,4,0.90%,331.69
April,7,12:30,79.32%,451,11,2.44%,345.95
April,7,13:00,68.22%,459,9,1.96%,354.83
April,7,13:30,52.67%,449,18,4.01%,323.13
April,7,14:00,70.69%,491,10,2.04%,330.77
April,7,14:30,88.34%,495,6,1.21%,349.84
April,7,15:00,98.72%,469,2,0.43%,338.02
April,7,15:30,97.33%,489,2,0.41%,375.35
April,7,16:00,92.79%,501,2,0.40%,341.89
April,7,16:30,66.26%,504,15,2.98%,374.84
April,7,17:00,92.26%,467,2,0.43%,374.49
April,7,17:30,,,2,0.46%,355.11
April,7,18:00,,,2,0.55%,381.2
April,7,18:30,,,4,1.09%,332.8
April,7,19:00,,,6,1.68%,361.16
April,7,19:30,,,3,0.95%,370.32
April,7,20:00,,,0,0.00%,353.01
April,7,20:30,,,0,0.00%,337.26
April,7,21:00,,,1,0.57%,313.17
April,7,21:30,,,0,0.00%,312.9
April,7,22:00,100.00%,120,0,0.00%,321.22
April,7,22:30,100.00%,59,0,0.00%,376.9
April,7,23:00,98.08%,52,0,0.00%,276.9
April,7,23:30,100.00%,43,0,0.00%,340.14
April,8,0:00,100.00%,42,0,0.00%,326.86
April,8,0:30,100.00%,28,0,0.00%,356.25
April,8,1:00,100.00%,14,0,0.00%,326.21
April,8,1:30,100.00%,8,0,0.00%,241.75
April,8,2:00,100.00%,2,0,0.00%,421.5
April,8,2:30,100.00%,4,0,0.00%,174.25
April,8,3:00,100.00%,2,0,0.00%,214.5
April,8,3:30,100.00%,2,0,0.00%,219.5
April,8,4:00,100.00%,1,0,0.00%,435
April,8,5:00,100.00%,1,0,0.00%,168
April,8,5:30,100.00%,2,0,0.00%,199
April,8,6:00,100.00%,4,0,0.00%,238.75
April,8,6:30,50.00%,7,3,42.86%,369.75
April,8,7:00,94.74%,19,0,0.00%,196
April,8,7:30,100.00%,25,0,0.00%,278.68
April,8,8:00,100.00%,61,0,0.00%,257.2
April,8,8:30,99.03%,103,0,0.00%,326.7
April,8,9:00,98.83%,172,1,0.58%,263.75
April,8,9:30,98.96%,193,0,0.00%,302.99
April,8,10:00,78.82%,295,7,2.37%,306.25
April,8,10:30,62.45%,294,17,5.78%,337.06
April,8,11:00,76.61%,375,3,0.80%,319.5
April,8,11:30,97.39%,345,0,0.00%,330.73
April,8,12:00,96.67%,391,1,0.26%,362.05
April,8,12:30,95.65%,418,4,0.96%,341.72
April,8,13:00,95.58%,407,0,0.00%,345.8
April,8,13:30,98.12%,429,4,0.93%,353.92
April,8,14:00,92.49%,454,1,0.22%,358.26
April,8,14:30,97.97%,445,2,0.45%,337.22
April,8,15:00,99.55%,446,0,0.00%,338.74
April,8,15:30,99.54%,433,1,0.23%,326.82
April,8,16:00,89.11%,460,1,0.22%,368.39
April,8,16:30,96.05%,406,1,0.25%,343.56
April,8,17:00,100.00%,393,0,0.00%,354.52
April,8,17:30,98.66%,374,1,0.27%,369.9
April,8,18:00,98.64%,372,3,0.81%,330.08
April,8,18:30,98.58%,352,0,0.00%,332.09
April,8,19:00,97.98%,301,4,1.33%,348.25
April,8,19:30,98.84%,258,0,0.00%,314.11
April,8,20:00,100.00%,224,0,0.00%,314.66
April,8,20:30,100.00%,236,1,0.42%,325.2
April,8,21:00,99.42%,171,0,0.00%,319.67
April,8,21:30,100.00%,134,0,0.00%,313.39
April,8,22:00,100.00%,106,0,0.00%,298.69
April,8,22:30,100.00%,83,0,0.00%,340.61
April,8,23:00,100.00%,60,0,0.00%,323.38
April,8,23:30,100.00%,37,0,0.00%,272.92
April,9,0:00,100.00%,51,0,0.00%,270.41
April,9,0:30,100.00%,19,0,0.00%,330.42
April,9,1:00,100.00%,9,1,11.11%,283.13
April,9,1:30,100.00%,4,0,0.00%,293.25
April,9,2:00,100.00%,2,0,0.00%,219.5
April,9,2:30,100.00%,1,0,0.00%,166
April,9,3:00,100.00%,2,0,0.00%,181.5
April,9,3:30,100.00%,1,0,0.00%,112
April,9,4:00,100.00%,1,0,0.00%,692
April,9,5:00,100.00%,2,0,0.00%,292.5
April,9,5:30,100.00%,1,0,0.00%,55
April,9,6:00,100.00%,1,0,0.00%,160
April,9,6:30,100.00%,2,1,50.00%,175
April,9,7:00,94.44%,18,0,0.00%,258.28
April,9,7:30,91.67%,37,1,2.70%,286.67
April,9,8:00,97.01%,68,1,1.47%,288.42
April,9,8:30,95.76%,119,1,0.84%,272.26
April,9,9:00,100.00%,156,0,0.00%,304.76
April,9,9:30,98.17%,218,0,0.00%,291.82
April,9,10:00,97.73%,266,2,0.75%,316.53
April,9,10:30,52.31%,286,26,9.09%,328.8
April,9,11:00,75.91%,359,2,0.56%,361.97
April,9,11:30,99.72%,354,0,0.00%,336.26
April,9,12:00,96.20%,423,2,0.47%,343.75
April,9,12:30,96.06%,407,1,0.25%,345.14
April,9,13:00,99.76%,410,1,0.24%,342.42
April,9,13:30,96.52%,375,1,0.27%,347.95
April,9,14:00,98.72%,391,0,0.00%,346.84
April,9,14:30,95.08%,492,4,0.81%,320.25
April,9,15:00,99.77%,426,0,0.00%,327.17
April,9,15:30,91.18%,444,2,0.45%,338.45
April,9,16:00,99.78%,448,0,0.00%,354.85
April,9,16:30,92.06%,433,5,1.15%,335.66
April,9,17:00,97.16%,390,2,0.51%,341.04
April,9,17:30,95.70%,395,0,0.00%,364.84
April,9,18:00,96.14%,312,1,0.32%,356.18
April,9,18:30,96.08%,306,0,0.00%,333.46
April,9,19:00,98.09%,263,1,0.38%,342.68
April,9,19:30,99.55%,223,0,0.00%,354.13
April,9,20:00,97.63%,212,1,0.47%,303.23
April,9,20:30,90.55%,201,0,0.00%,321.81
April,9,21:00,99.33%,150,1,0.67%,327.58
April,9,21:30,93.28%,134,0,0.00%,396.81
April,9,22:00,100.00%,78,0,0.00%,282.67
April,9,22:30,100.00%,81,0,0.00%,345.56
April,9,23:00,100.00%,57,0,0.00%,292.98
April,9,23:30,100.00%,48,0,0.00%,293.13
April,10,0:00,100.00%,32,0,0.00%,373.69
April,10,0:30,100.00%,23,0,0.00%,347.52
April,10,1:00,100.00%,11,0,0.00%,273
April,10,1:30,88.89%,9,0,0.00%,264.56
April,10,2:00,100.00%,5,0,0.00%,446.8
April,10,2:30,100.00%,4,0,0.00%,458.25
April,10,3:00,100.00%,2,0,0.00%,290
April,10,3:30,100.00%,1,0,0.00%,"1,155.00"
April,10,4:00,100.00%,1,0,0.00%,656
April,10,4:30,,0,0,,
April,10,5:00,100.00%,2,0,0.00%,237.5
April,10,5:30,100.00%,3,1,33.33%,282
April,10,6:00,100.00%,7,2,28.57%,237.2
April,10,6:30,50.00%,3,1,33.33%,516.5
April,10,7:00,95.00%,20,0,0.00%,178.45
April,10,7:30,61.76%,36,2,5.56%,265.26
April,10,8:00,96.61%,59,0,0.00%,325.39
April,10,8:30,100.00%,102,0,0.00%,291.7
April,10,9:00,95.48%,156,1,0.64%,304.1
April,10,9:30,86.01%,195,2,1.03%,313.29
April,10,10:00,92.62%,244,0,0.00%,322.54
April,10,10:30,89.97%,300,1,0.33%,309.19
April,10,11:00,92.58%,284,1,0.35%,351.22
April,10,11:30,91.32%,312,1,0.32%,316.36
April,10,12:00,96.77%,372,1,0.27%,316.87
April,10,12:30,90.05%,396,4,1.01%,329.03
April,10,13:00,99.18%,366,0,0.00%,313.45
April,10,13:30,94.46%,330,5,1.52%,328.22
April,10,14:00,93.13%,394,1,0.25%,336.35
April,10,14:30,94.75%,419,0,0.00%,333.79
April,10,15:00,97.40%,388,3,0.77%,352.57
April,10,15:30,99.26%,405,0,0.00%,322.67
April,10,16:00,99.73%,368,1,0.27%,331.12
April,10,16:30,91.94%,424,2,0.47%,341.37
April,10,17:00,97.93%,390,3,0.77%,323.08
April,10,17:30,98.74%,317,0,0.00%,341.11
April,10,18:00,96.88%,323,2,0.62%,331.27
April,10,18:30,92.36%,305,4,1.31%,342.42
April,10,19:00,96.47%,283,0,0.00%,326.39
April,10,19:30,91.38%,232,0,0.00%,307.85
April,10,20:00,99.01%,204,1,0.49%,301.27
April,10,20:30,94.95%,199,1,0.50%,337.56
April,10,21:00,99.38%,160,0,0.00%,347.81
April,10,21:30,100.00%,111,0,0.00%,307.33
April,10,22:00,97.80%,92,1,1.09%,340.46
April,10,22:30,98.63%,73,0,0.00%,320.52
April,10,23:00,100.00%,51,0,0.00%,390.14
April,10,23:30,97.44%,39,0,0.00%,285.44
April,11,0:00,100.00%,38,0,0.00%,259.37
April,11,0:30,100.00%,20,0,0.00%,290.25
April,11,1:00,83.33%,6,0,0.00%,282.17
April,11,1:30,50.00%,6,0,0.00%,228.83
April,11,2:00,100.00%,2,0,0.00%,221.5
April,11,2:30,100.00%,2,0,0.00%,788.5
April,11,3:00,100.00%,9,0,0.00%,46.56
April,11,3:30,100.00%,14,0,0.00%,51.64
April,11,4:00,100.00%,5,0,0.00%,72
April,11,4:30,100.00%,6,0,0.00%,66.67
April,11,5:00,100.00%,1,0,0.00%,17
April,11,5:30,50.00%,2,0,0.00%,255.5
April,11,6:00,100.00%,5,1,20.00%,273.75
April,11,6:30,0.00%,5,4,80.00%,253
April,11,7:00,84.38%,34,2,5.88%,133.47
April,11,7:30,72.73%,37,4,10.81%,268.79
April,11,8:00,89.53%,86,0,0.00%,279.33
April,11,8:30,92.31%,92,1,1.09%,357.92
April,11,9:00,89.31%,162,3,1.85%,275.15
April,11,9:30,89.10%,214,3,1.40%,267.55
April,11,10:00,80.65%,250,2,0.80%,323.15
April,11,10:30,82.39%,306,5,1.63%,331.34
April,11,11:00,77.78%,323,8,2.48%,344.38
April,11,11:30,46.92%,418,45,10.77%,354.23
April,11,12:00,44.47%,471,55,11.68%,316.81
April,11,12:30,58.40%,412,13,3.16%,347.91
April,11,13:00,74.32%,417,12,2.88%,331.92
April,11,13:30,72.78%,362,2,0.55%,348.64
April,11,14:00,72.15%,446,8,1.79%,362.66
April,11,14:30,94.18%,399,4,1.00%,337.73
April,11,15:00,96.06%,460,3,0.65%,355.36
April,11,15:30,92.47%,428,3,0.70%,332.17
April,11,16:00,96.68%,391,0,0.00%,358.34
April,11,16:30,86.57%,437,20,4.58%,343.52
April,11,17:00,95.21%,380,4,1.05%,341.84
April,11,17:30,98.61%,360,1,0.28%,311.18
April,11,18:00,91.25%,346,3,0.87%,367.21
April,11,18:30,98.29%,294,1,0.34%,317.31
April,11,19:00,64.39%,285,7,2.46%,334.92
April,11,19:30,90.00%,241,1,0.41%,311.93
April,11,20:00,94.90%,197,1,0.51%,335.93
April,11,20:30,99.47%,187,0,0.00%,354.67
April,11,21:00,,,,,348.24
April,11,21:30,,,,,283.61
April,11,22:00,,,,,380.98
April,11,22:30,,,,,311.58
April,11,23:00,,,,,275.34
April,11,23:30,,,,,442.75
April,12,0:00,,,,,273.52
April,12,0:30,,,,,324.23
April,12,1:00,,,,,406.91
April,12,1:30,,,,,258.5
April,12,2:00,,,,,239.2
April,12,2:30,100.00%,3,0,0.00%,214.67
April,12,3:00,100.00%,8,0,0.00%,358.38
April,12,3:30,100.00%,14,0,0.00%,47.07
April,12,4:00,100.00%,4,0,0.00%,59.75
April,12,4:30,100.00%,2,0,0.00%,137
April,12,5:00,100.00%,3,0,0.00%,275
April,12,5:30,100.00%,4,0,0.00%,257.5
April,12,6:00,100.00%,1,0,0.00%,113
April,12,6:30,0.00%,2,1,50.00%,161
April,12,7:00,88.89%,9,0,0.00%,229.89
April,12,7:30,100.00%,10,0,0.00%,315.9
April,12,8:00,100.00%,23,1,4.35%,300.68
April,12,8:30,100.00%,28,1,3.57%,311.33
April,12,9:00,100.00%,80,0,0.00%,279.39
April,12,9:30,98.56%,139,0,0.00%,302.42
April,12,10:00,97.83%,186,2,1.08%,312.94
April,12,10:30,96.26%,187,0,0.00%,316.87
April,12,11:00,97.81%,184,1,0.54%,306.33
April,12,11:30,87.70%,254,2,0.79%,348.46
April,12,12:00,94.12%,272,0,0.00%,307.75
April,12,12:30,76.58%,277,8,2.89%,326.28
April,12,13:00,48.05%,292,36,12.33%,359.95
