Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,3,7:00,98.77%,81,0,0.00%,239.98
April,3,7:30,100.00%,146,1,0.68%,243.49
April,3,8:00,99.62%,261,0,0.00%,256.9
April,3,8:30,99.47%,380,0,0.00%,293.29
April,3,9:00,99.63%,539,1,0.19%,309.16
April,3,9:30,88.29%,713,13,1.82%,312.02
April,3,10:00,92.56%,834,1,0.12%,309.65
April,3,10:30,96.47%,855,4,0.47%,337.67
April,3,11:00,98.28%,992,2,0.20%,313.13
April,3,11:30,98.58%,1057,0,0.00%,317.25
April,3,12:00,99.90%,1004,2,0.20%,338.41
April,3,12:30,97.58%,998,7,0.70%,334.34
April,3,13:00,93.29%,1015,2,0.20%,352.28
April,3,13:30,96.80%,1003,3,0.30%,350.11
April,3,14:00,99.80%,1023,1,0.10%,344.59
April,3,14:30,99.60%,996,4,0.40%,346.89
April,3,15:00,99.90%,1023,3,0.29%,332.17
April,3,15:30,96.62%,1065,1,0.09%,347.84
April,3,16:00,99.68%,941,2,0.21%,345.92
April,3,16:30,99.25%,932,0,0.00%,370.43
April,3,17:00,100.00%,893,0,0.00%,341.28
April,3,17:30,99.89%,879,3,0.34%,353.61
April,3,18:00,99.25%,801,0,0.00%,340.09
April,3,18:30,63.76%,726,50,6.89%,363.48
April,3,19:00,42.06%,686,37,5.39%,364.38
April,3,19:30,82.75%,606,9,1.49%,367.3
April,3,20:00,97.01%,504,3,0.60%,358.77
April,3,20:30,98.80%,416,1,0.24%,330.51
April,3,21:00,100.00%,350,0,0.00%,346.72
April,3,21:30,100.00%,282,1,0.35%,311.37
April,3,22:00,92.51%,233,6,2.58%,324.63
April,3,22:30,99.47%,188,0,0.00%,283.39
April,3,23:00,100.00%,129,0,0.00%,325.74
April,3,23:30,100.00%,104,1,0.96%,326.71
April,4,0:00,100.00%,77,0,0.00%,363.03
April,4,0:30,100.00%,58,1,1.72%,303.65
April,4,1:00,98.04%,52,1,1.92%,319.45
April,4,1:30,100.00%,30,0,0.00%,346.1
April,4,2:00,91.67%,24,0,0.00%,304.04
April,4,2:30,93.33%,15,0,0.00%,289.73
April,4,3:00,100.00%,16,0,0.00%,289.5
April,4,3:30,70.00%,10,0,0.00%,278.2
April,4,4:00,75.00%,11,3,27.27%,345.75
April,4,4:30,91.67%,12,0,0.00%,243.92
April,4,5:00,100.00%,23,0,0.00%,323.74
April,4,5:30,100.00%,20,0,0.00%,305.3
April,4,6:00,97.78%,45,0,0.00%,267.38
April,4,6:30,98.36%,61,0,0.00%,240.03
April,4,7:00,96.30%,81,0,0.00%,252.49
April,4,7:30,100.00%,127,1,0.79%,230.85
April,4,8:00,99.58%,236,0,0.00%,261.61
April,4,8:30,99.73%,367,1,0.27%,304.92
April,4,9:00,99.09%,548,1,0.18%,301.84
April,4,9:30,98.52%,678,3,0.44%,310.12
April,4,10:00,92.40%,834,5,0.60%,305.43
April,4,10:30,95.67%,930,7,0.75%,325.7
April,4,11:00,90.65%,927,7,0.76%,335.21
April,4,11:30,88.83%,990,5,0.51%,341.55
April,4,12:00,98.99%,990,2,0.20%,334.53
April,4,12:30,96.94%,980,0,0.00%,343.53
April,4,13:00,95.84%,939,2,0.21%,338.89
April,4,13:30,87.07%,1031,2,0.19%,354.86
April,4,14:00,93.33%,1060,11,1.04%,340.04
April,4,14:30,71.86%,1048,14,1.34%,352.02
April,4,15:00,92.46%,1068,7,0.66%,349.36
April,4,15:30,99.11%,1007,0,0.00%,356.66
April,4,16:00,99.79%,970,2,0.21%,349.67
April,4,16:30,99.89%,898,2,0.22%,353.43
April,4,17:00,99.32%,882,2,0.23%,350.24
April,4,17:30,98.61%,792,2,0.25%,343.56
April,4,18:00,99.28%,695,0,0.00%,349.48
April,4,18:30,99.84%,630,1,0.16%,341.08
April,4,19:00,98.22%,563,2,0.36%,352.54
April,4,19:30,97.28%,479,1,0.21%,353.83
April,4,20:00,99.47%,379,1,0.26%,336.62
April,4,20:30,99.71%,346,0,0.00%,329.32
April,4,21:00,100.00%,248,0,0.00%,371.01
April,4,21:30,100.00%,208,0,0.00%,308.03
April,4,22:00,100.00%,195,0,0.00%,319.23
April,4,22:30,100.00%,138,0,0.00%,338.71
April,4,23:00,100.00%,107,0,0.00%,344.71
April,4,23:30,100.00%,93,0,0.00%,301.96
April,5,0:00,100.00%,78,0,0.00%,269.54
April,5,0:30,100.00%,69,0,0.00%,293
April,5,1:00,100.00%,38,0,0.00%,385.97
April,5,1:30,97.06%,36,2,5.56%,283.59
April,5,2:00,95.45%,22,0,0.00%,368.82
April,5,2:30,100.00%,12,0,0.00%,309.67
April,5,3:00,100.00%,15,5,33.33%,517.1
April,5,3:30,91.67%,12,0,0.00%,409.42
April,5,4:00,100.00%,7,0,0.00%,573.86
April,5,4:30,90.00%,10,0,0.00%,364.8
April,5,5:00,100.00%,14,0,0.00%,722.86
April,5,5:30,100.00%,12,0,0.00%,267.08
April,5,6:00,100.00%,11,0,0.00%,189.73
April,5,6:30,100.00%,46,0,0.00%,365.87
April,5,7:00,100.00%,41,,,
April,5,7:30,98.85%,87,,,
April,5,8:00,97.96%,148,1,0.68%,256.01
April,5,8:30,99.57%,235,0,0.00%,307.25
April,5,9:00,100.00%,316,0,0.00%,327.07
April,5,9:30,100.00%,357,0,0.00%,332.31
April,5,10:00,99.59%,492,0,0.00%,294.87
April,5,10:30,99.14%,582,3,0.52%,323.9
April,5,11:00,99.68%,617,0,0.00%,318.27
April,5,11:30,100.00%,640,0,0.00%,313.43
April,5,12:00,99.41%,682,0,0.00%,337.86
April,5,12:30,99.11%,677,1,0.15%,337.78
April,5,13:00,97.98%,645,0,0.00%,346.52
April,5,13:30,97.91%,671,2,0.30%,322.61
April,5,14:00,85.35%,672,10,1.49%,336.54
April,5,14:30,92.23%,671,2,0.30%,337.32
April,5,15:00,94.39%,681,4,0.59%,368.15
April,5,15:30,98.39%,622,0,0.00%,358.34
April,5,16:00,100.00%,559,1,0.18%,355.25
April,5,16:30,99.28%,558,0,0.00%,330.36
April,5,17:00,99.82%,546,1,0.18%,336.69
April,5,17:30,99.22%,511,1,0.20%,351.98
April,5,18:00,97.80%,500,1,0.20%,337.03
April,5,18:30,99.51%,409,0,0.00%,325.19
April,5,19:00,95.35%,410,1,0.24%,357.52
April,5,19:30,99.37%,318,0,0.00%,338.04
April,5,20:00,100.00%,301,0,0.00%,332.35
April,5,20:30,99.57%,233,1,0.43%,314.65
April,5,21:00,100.00%,197,1,0.51%,319.89
April,5,21:30,98.79%,165,0,0.00%,345.07
April,5,22:00,99.40%,167,0,0.00%,341.35
April,5,22:30,100.00%,117,0,0.00%,362.03
April,5,23:00,100.00%,101,0,0.00%,299.09
April,5,23:30,100.00%,91,0,0.00%,300.89
April,6,0:00,100.00%,75,0,0.00%,300.03
April,6,0:30,100.00%,47,0,0.00%,336.11
April,6,1:00,100.00%,35,0,0.00%,290.4
April,6,1:30,100.00%,21,0,0.00%,233.57
April,6,2:00,79.17%,25,1,4.00%,284.75
April,6,2:30,100.00%,12,0,0.00%,374.92
April,6,3:00,100.00%,14,0,0.00%,333.5
April,6,3:30,100.00%,9,0,0.00%,406.22
April,6,4:00,100.00%,12,0,0.00%,564.75
April,6,4:30,100.00%,5,0,0.00%,312.8
April,6,5:00,100.00%,8,0,0.00%,798
April,6,5:30,100.00%,8,0,0.00%,321.5
April,6,6:00,100.00%,13,1,7.69%,192.58
April,6,6:30,95.83%,24,0,0.00%,337.13
April,6,7:00,100.00%,32,0,0.00%,235.38
April,6,7:30,100.00%,52,0,0.00%,266.75
April,6,8:00,100.00%,85,0,0.00%,242.13
April,6,8:30,100.00%,121,0,0.00%,283.39
April,6,9:00,100.00%,171,0,0.00%,272.75
April,6,9:30,100.00%,238,0,0.00%,294.74
April,6,10:00,100.00%,274,1,0.36%,273.23
April,6,10:30,100.00%,339,1,0.29%,294.3
April,6,11:00,98.90%,363,0,0.00%,330.07
April,6,11:30,100.00%,398,0,0.00%,319.79
April,6,12:00,99.53%,428,1,0.23%,323.78
April,6,12:30,100.00%,441,1,0.23%,314.45
April,6,13:00,100.00%,444,2,0.45%,331.83
April,6,13:30,100.00%,418,0,0.00%,338.08
April,6,14:00,99.56%,460,1,0.22%,297.71
April,6,14:30,100.00%,473,0,0.00%,323.47
April,6,15:00,100.00%,471,0,0.00%,328.21
April,6,15:30,100.00%,423,0,0.00%,338.21
April,6,16:00,100.00%,462,0,0.00%,303.84
April,6,16:30,100.00%,407,0,0.00%,322.67
April,6,17:00,99.73%,377,2,0.53%,305.75
April,6,17:30,100.00%,378,0,0.00%,316.59
April,6,18:00,98.91%,366,0,0.00%,337.44
April,6,18:30,94.41%,327,5,1.53%,324.93
April,6,19:00,99.65%,288,0,0.00%,306.96
April,6,19:30,100.00%,244,0,0.00%,319.88
April,6,20:00,99.58%,242,2,0.83%,322.16
April,6,20:30,100.00%,193,0,0.00%,285.89
April,6,21:00,98.80%,167,0,0.00%,317.74
April,6,21:30,100.00%,147,0,0.00%,287.99
April,6,22:00,99.33%,149,0,0.00%,286.95
April,6,22:30,98.95%,95,0,0.00%,330.27
April,6,23:00,100.00%,86,0,0.00%,365.01
April,6,23:30,100.00%,74,1,1.35%,301.44
April,7,0:00,100.00%,52,2,3.85%,335.06
April,7,0:30,100.00%,37,0,0.00%,327.16
April,7,1:00,100.00%,25,0,0.00%,267.44
April,7,1:30,100.00%,24,0,0.00%,423.79
April,7,2:00,86.67%,15,0,0.00%,272.33
April,7,2:30,71.43%,16,2,12.50%,235.21
April,7,3:00,100.00%,11,0,0.00%,273.64
April,7,3:30,100.00%,6,0,0.00%,379.33
April,7,4:00,100.00%,7,0,0.00%,294
April,7,4:30,100.00%,12,0,0.00%,268.42
April,7,5:00,100.00%,10,0,0.00%,167.7
April,7,5:30,100.00%,9,0,0.00%,185.11
April,7,6:00,93.33%,15,0,0.00%,317.27
April,7,6:30,100.00%,30,0,0.00%,265.8
April,7,7:00,100.00%,61,0,0.00%,309.07
April,7,7:30,100.00%,117,0,0.00%,272.64
April,7,8:00,100.00%,202,0,0.00%,285.73
April,7,8:30,99.68%,315,0,0.00%,288.88
April,7,9:00,100.00%,476,1,0.21%,291.92
April,7,9:30,99.56%,678,0,0.00%,302.31
April,7,10:00,98.82%,854,3,0.35%,320.97
April,7,10:30,97.23%,940,1,0.11%,339.12
April,7,11:00,99.36%,945,2,0.21%,357.12
April,7,11:30,98.22%,1016,3,0.30%,354.26
April,7,12:00,98.16%,1089,1,0.09%,344.26
April,7,12:30,97.76%,1165,2,0.17%,341.47
April,7,13:00,98.70%,1156,4,0.35%,359.19
April,7,13:30,99.13%,1041,2,0.19%,357.29
April,7,14:00,95.43%,1165,6,0.52%,342.41
April,7,14:30,98.84%,1126,2,0.18%,344.5
April,7,15:00,99.35%,1078,1,0.09%,356.84
April,7,15:30,99.44%,1080,2,0.19%,357.69
April,7,16:00,99.26%,1076,0,0.00%,350.22
April,7,16:30,99.43%,1059,1,0.09%,363.76
April,7,17:00,99.49%,980,2,0.20%,341.07
April,7,17:30,99.23%,913,4,0.44%,351.66
April,7,18:00,97.74%,885,0,0.00%,356.42
April,7,18:30,97.86%,748,2,0.27%,353.79
April,7,19:00,98.56%,628,1,0.16%,358.16
April,7,19:30,96.07%,588,3,0.51%,379
April,7,20:00,98.81%,504,1,0.20%,368.14
April,7,20:30,99.27%,412,0,0.00%,352.75
April,7,21:00,100.00%,365,0,0.00%,369.44
April,7,21:30,99.62%,265,1,0.38%,370.26
April,7,22:00,100.00%,206,0,0.00%,333.33
April,7,22:30,100.00%,179,1,0.56%,346.9
April,7,23:00,99.34%,151,0,0.00%,337.8
April,7,23:30,100.00%,104,0,0.00%,277.63
April,8,0:00,100.00%,69,0,0.00%,322.3
April,8,0:30,97.92%,48,0,0.00%,326.21
April,8,1:00,100.00%,42,0,0.00%,338.71
April,8,1:30,100.00%,27,1,3.70%,305.12
April,8,2:00,96.30%,29,2,6.90%,261.7
April,8,2:30,100.00%,17,0,0.00%,206.53
April,8,3:00,100.00%,12,0,0.00%,289
April,8,3:30,100.00%,11,0,0.00%,264.82
April,8,4:00,100.00%,11,1,9.09%,289.7
April,8,4:30,100.00%,13,0,0.00%,457.38
April,8,5:00,100.00%,7,0,0.00%,407.86
April,8,5:30,100.00%,16,0,0.00%,348.38
April,8,6:00,100.00%,24,0,0.00%,299.33
April,8,6:30,97.37%,39,1,2.56%,253.05
April,8,7:00,98.39%,62,0,0.00%,298.44
April,8,7:30,100.00%,106,0,0.00%,254.08
April,8,8:00,99.53%,214,0,0.00%,267.33
April,8,8:30,100.00%,350,0,0.00%,315.73
April,8,9:00,99.78%,460,0,0.00%,313.41
April,8,9:30,99.18%,612,0,0.00%,324.07
April,8,10:00,96.23%,857,8,0.93%,320.26
April,8,10:30,97.65%,895,1,0.11%,328.66
April,8,11:00,98.80%,914,0,0.00%,341.17
April,8,11:30,99.18%,978,1,0.10%,328.32
April,8,12:00,99.50%,1007,3,0.30%,348.26
April,8,12:30,99.29%,984,2,0.20%,337.83
April,8,13:00,100.00%,1030,0,0.00%,346.42
April,8,13:30,99.37%,955,1,0.10%,355.5
April,8,14:00,98.04%,1071,1,0.09%,347.68
April,8,14:30,99.80%,1016,1,0.10%,352.06
April,8,15:00,98.63%,1022,1,0.10%,371.48
April,8,15:30,99.29%,981,1,0.10%,352.56
April,8,16:00,98.84%,953,2,0.21%,369.97
April,8,16:30,99.89%,881,1,0.11%,367.58
April,8,17:00,99.22%,902,1,0.11%,371.54
April,8,17:30,99.50%,798,1,0.13%,363.76
April,8,18:00,97.07%,751,1,0.13%,366.9
April,8,18:30,98.56%,693,0,0.00%,357.03
April,8,19:00,99.34%,608,2,0.33%,349.79
April,8,19:30,99.38%,485,2,0.41%,353.12
April,8,20:00,99.50%,397,0,0.00%,352.11
April,8,20:30,100.00%,355,1,0.28%,349.4
April,8,21:00,99.62%,265,0,0.00%,339.35
April,8,21:30,100.00%,219,0,0.00%,352.15
April,8,22:00,99.54%,219,0,0.00%,355.63
April,8,22:30,100.00%,148,0,0.00%,325.78
April,8,23:00,100.00%,120,0,0.00%,282.53
April,8,23:30,100.00%,100,0,0.00%,320.63
April,9,0:00,100.00%,77,5,6.49%,349.47
April,9,0:30,100.00%,60,0,0.00%,336.1
April,9,1:00,100.00%,27,0,0.00%,267.89
April,9,1:30,100.00%,23,0,0.00%,290
April,9,2:00,100.00%,17,0,0.00%,330.12
April,9,2:30,93.75%,16,0,0.00%,340.25
April,9,3:00,100.00%,9,0,0.00%,242.22
April,9,3:30,100.00%,11,0,0.00%,363.91
April,9,4:00,100.00%,9,0,0.00%,344.56
April,9,4:30,100.00%,13,0,0.00%,324.15
April,9,5:00,100.00%,12,0,0.00%,188.42
April,9,5:30,100.00%,24,0,0.00%,310
April,9,6:00,100.00%,28,0,0.00%,231
April,9,6:30,100.00%,35,0,0.00%,244.77
April,9,7:00,100.00%,70,0,0.00%,246.63
April,9,7:30,100.00%,110,0,0.00%,268.31
April,9,8:00,100.00%,228,0,0.00%,270.36
April,9,8:30,100.00%,321,1,0.31%,283.78
April,9,9:00,99.46%,554,0,0.00%,297.28
April,9,9:30,98.78%,657,3,0.46%,301.33
April,9,10:00,98.79%,744,0,0.00%,311.05
April,9,10:30,54.49%,890,22,2.47%,333.31
April,9,11:00,94.31%,898,2,0.22%,333.97
April,9,11:30,72.05%,904,24,2.65%,347.62
April,9,12:00,81.26%,1022,3,0.29%,347.84
April,9,12:30,91.79%,1008,9,0.89%,363.43
April,9,13:00,93.16%,982,2,0.20%,352.5
April,9,13:30,99.37%,950,1,0.11%,337.87
April,9,14:00,99.55%,889,1,0.11%,345.1
April,9,14:30,99.47%,938,3,0.32%,349.01
April,9,15:00,99.89%,914,2,0.22%,357.71
April,9,15:30,82.23%,949,9,0.95%,345.24
April,9,16:00,94.21%,899,1,0.11%,351.22
April,9,16:30,99.64%,832,1,0.12%,336.09
April,9,17:00,84.06%,835,7,0.84%,339.68
April,9,17:30,99.26%,811,0,0.00%,352.59
April,9,18:00,98.59%,711,0,0.00%,352.32
April,9,18:30,100.00%,569,0,0.00%,364.69
April,9,19:00,99.83%,582,0,0.00%,327.7
April,9,19:30,86.06%,469,10,2.13%,333.77
April,9,20:00,43.62%,489,19,3.89%,394.63
April,9,20:30,99.23%,389,1,0.26%,325.59
April,9,21:00,100.00%,312,1,0.32%,365.49
April,9,21:30,,,1,0.38%,351.97
April,9,22:00,,,0,0.00%,357.31
April,9,22:30,,,0,0.00%,330.44
April,9,23:00,,,0,0.00%,322.51
April,9,23:30,,,0,0.00%,319.42
April,10,0:00,,,0,0.00%,308.53
April,10,0:30,,,0,0.00%,344.05
April,10,1:00,,,0,0.00%,328.73
April,10,1:30,,,0,0.00%,320.73
April,10,2:00,,,0,0.00%,361.58
April,10,2:30,,,0,0.00%,128.25
April,10,3:00,,,0,0.00%,348.64
April,10,3:30,100.00%,5,0,0.00%,392
April,10,4:00,90.00%,10,0,0.00%,246.1
April,10,4:30,66.67%,6,0,0.00%,240.83
April,10,5:00,100.00%,6,0,0.00%,384.17
April,10,5:30,93.75%,16,0,0.00%,564.63
April,10,6:00,91.67%,24,0,0.00%,365
April,10,6:30,97.30%,37,0,0.00%,348.16
April,10,7:00,100.00%,58,0,0.00%,239.4
April,10,7:30,98.90%,92,1,1.09%,289.76
April,10,8:00,100.00%,210,2,0.95%,299.14
April,10,8:30,92.71%,347,4,1.15%,307.23
April,10,9:00,97.77%,449,1,0.22%,313.63
April,10,9:30,98.86%,616,0,0.00%,314.44
April,10,10:00,88.66%,728,5,0.69%,325.05
April,10,10:30,75.97%,864,11,1.27%,336.79
April,10,11:00,92.75%,899,3,0.33%,337.12
April,10,11:30,66.45%,919,16,1.74%,345.41
April,10,12:00,93.82%,925,2,0.22%,341.75
April,10,12:30,89.22%,931,3,0.32%,342.97
April,10,13:00,98.41%,883,2,0.23%,335.5
April,10,13:30,95.54%,922,2,0.22%,340.58
April,10,14:00,96.02%,936,6,0.64%,329.79
April,10,14:30,61.16%,990,9,0.91%,346.8
April,10,15:00,98.62%,873,3,0.34%,351.44
April,10,15:30,93.81%,939,2,0.21%,354.2
April,10,16:00,94.99%,923,5,0.54%,367.75
April,10,16:30,99.31%,873,4,0.46%,357.94
April,10,17:00,98.38%,864,1,0.12%,352.79
April,10,17:30,79.32%,770,6,0.78%,347.13
April,10,18:00,98.00%,701,0,0.00%,359.94
April,10,18:30,99.54%,651,1,0.15%,359.85
April,10,19:00,99.82%,545,1,0.18%,357.33
April,10,19:30,98.26%,520,3,0.58%,362.75
April,10,20:00,99.27%,411,0,0.00%,361.71
April,10,20:30,99.44%,361,3,0.83%,333.51
April,10,21:00,99.65%,283,0,0.00%,370.4
April,10,21:30,100.00%,260,1,0.38%,384.27
April,10,22:00,99.51%,204,0,0.00%,317.02
April,10,22:30,95.95%,148,0,0.00%,293.82
April,10,23:00,98.21%,112,0,0.00%,330.46
April,10,23:30,100.00%,119,0,0.00%,307.24
April,11,0:00,100.00%,79,0,0.00%,351.99
April,11,0:30,97.83%,48,2,4.17%,357.85
April,11,1:00,100.00%,41,0,0.00%,360.95
April,11,1:30,100.00%,29,0,0.00%,322.66
April,11,2:00,100.00%,12,1,8.33%,300.45
April,11,2:30,100.00%,16,0,0.00%,127.31
April,11,3:00,88.57%,37,2,5.41%,108.57
April,11,3:30,100.00%,56,0,0.00%,58.23
April,11,4:00,100.00%,22,0,0.00%,65.91
April,11,4:30,100.00%,31,0,0.00%,69.84
April,11,5:00,100.00%,16,1,6.25%,282.13
April,11,5:30,63.64%,22,0,0.00%,413.82
April,11,6:00,96.15%,26,0,0.00%,265.77
April,11,6:30,100.00%,40,2,5.00%,243.08
April,11,7:00,100.00%,80,0,0.00%,227.83
April,11,7:30,100.00%,117,0,0.00%,242.26
April,11,8:00,100.00%,244,0,0.00%,239.92
April,11,8:30,99.16%,356,0,0.00%,275.74
April,11,9:00,92.25%,533,4,0.75%,294.59
April,11,9:30,93.34%,620,4,0.65%,288.28
April,11,10:00,92.54%,727,3,0.41%,312.53
April,11,10:30,85.90%,877,12,1.37%,330.47
April,11,11:00,96.34%,825,5,0.61%,344.89
April,11,11:30,51.64%,948,36,3.80%,335.38
April,11,12:00,35.58%,1102,107,9.71%,326.44
April,11,12:30,81.40%,965,8,0.83%,344.6
April,11,13:00,96.88%,930,1,0.11%,331.17
April,11,13:30,99.65%,865,0,0.00%,331.95
April,11,14:00,98.99%,893,0,0.00%,348.54
April,11,14:30,93.91%,925,6,0.65%,339.5
April,11,15:00,98.28%,934,6,0.64%,360.09
April,11,15:30,98.99%,892,1,0.11%,349.41
April,11,16:00,98.68%,836,0,0.00%,336.35
April,11,16:30,97.65%,860,8,0.93%,338.18
April,11,17:00,97.27%,808,1,0.12%,315.31
April,11,17:30,93.31%,736,4,0.54%,338.29
April,11,18:00,80.24%,683,5,0.73%,352.29
April,11,18:30,92.15%,640,3,0.47%,362.14
April,11,19:00,93.81%,538,5,0.93%,342.08
April,11,19:30,93.45%,475,2,0.42%,380.74
April,11,20:00,97.80%,409,0,0.00%,341.84
April,11,20:30,100.00%,317,1,0.32%,372.05
April,11,21:00,99.61%,254,0,0.00%,373.02
April,11,21:30,99.54%,218,1,0.46%,295.42
April,11,22:00,98.58%,212,1,0.47%,332.01
April,11,22:30,100.00%,123,0,0.00%,332.75
April,11,23:00,100.00%,111,0,0.00%,305.61
April,11,23:30,100.00%,81,0,0.00%,333.06
April,12,0:00,100.00%,57,0,0.00%,286.05
April,12,0:30,100.00%,48,0,0.00%,353.63
April,12,1:00,100.00%,30,0,0.00%,331.6
April,12,1:30,100.00%,34,0,0.00%,323.85
April,12,2:00,100.00%,17,0,0.00%,280.06
April,12,2:30,100.00%,12,0,0.00%,335.17
April,12,3:00,100.00%,23,0,0.00%,176.57
April,12,3:30,100.00%,28,0,0.00%,65.39
April,12,4:00,100.00%,19,0,0.00%,107.47
