Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,2,18:00,99.52%,416,1,0.24%,316.82
April,2,18:30,99.45%,365,1,0.27%,293.95
April,2,19:00,99.43%,352,1,0.28%,283.64
April,2,19:30,99.33%,298,1,0.34%,347.68
April,2,20:00,98.92%,278,1,0.36%,315.09
April,2,20:30,99.59%,246,0,0.00%,297.74
April,2,21:00,100.00%,205,2,0.98%,302.35
April,2,21:30,100.00%,153,2,1.31%,319.82
April,2,22:00,100.00%,108,1,0.93%,319.38
April,2,22:30,100.00%,114,0,0.00%,273.52
April,2,23:00,100.00%,74,0,0.00%,295.86
April,2,23:30,100.00%,65,0,0.00%,312.23
April,3,0:00,100.00%,42,0,0.00%,384
April,3,0:30,100.00%,45,0,0.00%,439.24
April,3,1:00,100.00%,20,0,0.00%,383.6
April,3,1:30,100.00%,21,0,0.00%,359.29
April,3,2:00,100.00%,12,0,0.00%,235.75
April,3,2:30,100.00%,8,0,0.00%,153.25
April,3,3:00,100.00%,2,0,0.00%,123
April,3,3:30,,0,0,,
April,3,4:00,,0,0,,
April,3,4:30,100.00%,3,0,0.00%,283.33
April,3,5:00,100.00%,1,0,0.00%,209
April,3,5:30,,0,0,,
April,3,6:00,100.00%,14,0,0.00%,136
April,3,6:30,87.50%,18,2,11.11%,290.13
April,3,7:00,95.00%,40,0,0.00%,168.38
April,3,7:30,100.00%,72,0,0.00%,224.83
April,3,8:00,100.00%,101,0,0.00%,263.99
April,3,8:30,99.48%,191,0,0.00%,254.95
April,3,9:00,98.46%,260,0,0.00%,283.3
April,3,9:30,89.19%,340,7,2.06%,289.53
April,3,10:00,77.20%,390,4,1.03%,277.92
April,3,10:30,64.25%,471,15,3.18%,300.67
April,3,11:00,96.74%,491,0,0.00%,298.46
April,3,11:30,99.78%,463,1,0.22%,310.52
April,3,12:00,99.42%,521,0,0.00%,310.17
April,3,12:30,99.61%,511,1,0.20%,337.11
April,3,13:00,100.00%,508,3,0.59%,302.9
April,3,13:30,97.78%,547,7,1.28%,305.66
April,3,14:00,73.35%,551,7,1.27%,322.04
April,3,14:30,79.49%,593,8,1.35%,318.53
April,3,15:00,99.03%,518,2,0.39%,336.09
April,3,15:30,92.79%,518,5,0.97%,312.6
April,3,16:00,94.85%,507,2,0.39%,311.78
April,3,16:30,99.60%,499,1,0.20%,324.05
April,3,17:00,100.00%,455,2,0.44%,330.42
April,3,17:30,99.29%,422,0,0.00%,326.3
April,3,18:00,98.95%,382,0,0.00%,319.56
April,3,18:30,97.51%,363,2,0.55%,316.32
April,3,19:00,99.69%,324,1,0.31%,308.99
April,3,19:30,81.49%,341,6,1.76%,315.59
April,3,20:00,77.30%,288,6,2.08%,306.04
April,3,20:30,97.47%,237,0,0.00%,310.29
April,3,21:00,100.00%,205,1,0.49%,292.67
April,3,21:30,98.22%,171,2,1.17%,267.64
April,3,22:00,96.12%,132,3,2.27%,304.19
April,3,22:30,99.19%,124,1,0.81%,292.67
April,3,23:00,100.00%,80,0,0.00%,331.09
April,3,23:30,100.00%,66,0,0.00%,335
April,4,0:00,100.00%,51,0,0.00%,337.94
April,4,0:30,100.00%,40,0,0.00%,361.43
April,4,1:00,100.00%,22,0,0.00%,334.05
April,4,1:30,100.00%,16,0,0.00%,216.5
April,4,2:00,93.33%,18,3,16.67%,294.07
April,4,2:30,100.00%,1,0,0.00%,247
April,4,3:00,,0,0,,
April,4,3:30,100.00%,1,0,0.00%,222
April,4,4:00,,0,0,,
April,4,4:30,,0,0,,
April,4,5:00,100.00%,2,0,0.00%,392.5
April,4,5:30,100.00%,2,0,0.00%,230.5
April,4,6:00,100.00%,12,0,0.00%,180.67
April,4,6:30,100.00%,25,1,4.00%,242.17
April,4,7:00,100.00%,17,0,0.00%,239.12
April,4,7:30,100.00%,73,0,0.00%,281.19
April,4,8:00,100.00%,119,0,0.00%,270.08
April,4,8:30,99.02%,206,1,0.49%,273.89
April,4,9:00,100.00%,250,1,0.40%,262.9
April,4,9:30,63.87%,325,15,4.62%,303.44
April,4,10:00,83.25%,390,2,0.51%,290.95
April,4,10:30,97.71%,439,2,0.46%,289.99
April,4,11:00,95.39%,480,3,0.63%,324.68
April,4,11:30,74.32%,487,12,2.46%,311.36
April,4,12:00,90.83%,483,3,0.62%,317.17
April,4,12:30,67.91%,554,18,3.25%,314.53
April,4,13:00,98.41%,503,0,0.00%,309.21
April,4,13:30,99.45%,542,1,0.18%,301.76
April,4,14:00,82.04%,536,7,1.31%,315.22
April,4,14:30,81.52%,517,3,0.58%,345.32
April,4,15:00,97.41%,501,0,0.00%,335.28
April,4,15:30,98.85%,526,2,0.38%,322.78
April,4,16:00,99.28%,554,1,0.18%,325.91
April,4,16:30,99.19%,498,2,0.40%,301.7
April,4,17:00,99.15%,472,2,0.42%,332.28
April,4,17:30,94.59%,445,1,0.22%,312.94
April,4,18:00,99.49%,391,0,0.00%,321.92
April,4,18:30,100.00%,337,1,0.30%,323.93
April,4,19:00,99.38%,328,3,0.91%,308.58
April,4,19:30,97.25%,256,1,0.39%,322.4
April,4,20:00,99.04%,209,1,0.48%,291.34
April,4,20:30,100.00%,192,0,0.00%,337.52
April,4,21:00,90.86%,177,2,1.13%,283.15
April,4,21:30,98.66%,151,2,1.32%,328.68
April,4,22:00,100.00%,111,1,0.90%,311.9
April,4,22:30,100.00%,81,0,0.00%,295.81
April,4,23:00,100.00%,67,1,1.49%,305.06
April,4,23:30,100.00%,48,0,0.00%,251.13
April,5,0:00,100.00%,33,1,3.03%,325.63
April,5,0:30,100.00%,21,0,0.00%,268.19
April,5,1:00,100.00%,21,0,0.00%,247.86
April,5,1:30,100.00%,15,0,0.00%,350.73
April,5,2:00,83.33%,12,0,0.00%,440.5
April,5,2:30,100.00%,7,0,0.00%,346.57
April,5,3:00,100.00%,2,0,0.00%,621.5
April,5,3:30,,0,0,,
April,5,4:00,100.00%,1,0,0.00%,"4,786.00"
April,5,4:30,100.00%,2,0,0.00%,184
April,5,5:00,,0,0,,
April,5,5:30,100.00%,1,0,0.00%,257
April,5,6:00,100.00%,10,0,0.00%,240.4
April,5,6:30,100.00%,11,0,0.00%,474.91
April,5,7:00,100.00%,19,1,5.26%,215.39
April,5,7:30,97.06%,34,0,0.00%,305.71
April,5,8:00,100.00%,63,0,0.00%,317.57
April,5,8:30,100.00%,97,0,0.00%,266.6
April,5,9:00,100.00%,147,0,0.00%,294.39
April,5,9:30,76.61%,221,3,1.36%,287.83
April,5,10:00,91.35%,211,3,1.42%,296.78
April,5,10:30,83.68%,244,5,2.05%,291.38
April,5,11:00,84.70%,283,2,0.71%,302.35
April,5,11:30,99.01%,303,1,0.33%,296.56
April,5,12:00,98.74%,319,1,0.31%,315.25
April,5,12:30,100.00%,350,0,0.00%,302.17
April,5,13:00,99.40%,336,1,0.30%,301.88
April,5,13:30,94.26%,370,4,1.08%,322.77
April,5,14:00,85.56%,362,2,0.55%,300.82
April,5,14:30,59.74%,397,17,4.28%,305.6
April,5,15:00,96.61%,359,5,1.39%,299.19
April,5,15:30,86.92%,354,10,2.82%,290.86
April,5,16:00,97.47%,316,0,0.00%,321.21
April,5,16:30,97.42%,272,1,0.37%,312.24
April,5,17:00,100.00%,266,1,0.38%,311.71
April,5,17:30,99.67%,301,2,0.66%,325.87
April,5,18:00,96.05%,230,2,0.87%,328.64
April,5,18:30,99.12%,228,0,0.00%,359.23
April,5,19:00,100.00%,213,0,0.00%,329.41
April,5,19:30,99.51%,206,0,0.00%,319.28
April,5,20:00,100.00%,139,3,2.16%,353.69
April,5,20:30,96.58%,147,1,0.68%,293.97
April,5,21:00,99.12%,114,1,0.88%,288.69
April,5,21:30,100.00%,91,0,0.00%,328.01
April,5,22:00,100.00%,86,0,0.00%,281.73
April,5,22:30,100.00%,73,0,0.00%,300.66
April,5,23:00,100.00%,52,0,0.00%,350.31
April,5,23:30,100.00%,41,1,2.44%,259.65
April,6,0:00,100.00%,34,1,2.94%,268.97
April,6,0:30,100.00%,24,0,0.00%,325.46
April,6,1:00,100.00%,17,1,5.88%,392.56
April,6,1:30,100.00%,16,0,0.00%,350.88
April,6,2:00,100.00%,7,0,0.00%,430.71
April,6,2:30,100.00%,8,0,0.00%,303.13
April,6,3:00,100.00%,2,1,50.00%,261
April,6,3:30,,0,0,,
April,6,4:00,,0,0,,
April,6,4:30,,0,0,,
April,6,5:00,,0,0,,
April,6,5:30,,0,0,,
April,6,6:00,100.00%,5,0,0.00%,323.6
April,6,6:30,100.00%,11,0,0.00%,237.45
April,6,7:00,100.00%,9,0,0.00%,383.33
April,6,7:30,100.00%,13,0,0.00%,310.38
April,6,8:00,100.00%,33,0,0.00%,259.61
April,6,8:30,100.00%,48,0,0.00%,326.77
April,6,9:00,100.00%,86,0,0.00%,255.93
April,6,9:30,100.00%,121,0,0.00%,306.84
April,6,10:00,96.99%,133,0,0.00%,285.7
April,6,10:30,73.65%,157,9,5.73%,308.89
April,6,11:00,85.79%,191,1,0.52%,289.61
April,6,11:30,77.51%,211,2,0.95%,290.5
April,6,12:00,100.00%,199,0,0.00%,298.99
April,6,12:30,97.95%,196,1,0.51%,287.31
April,6,13:00,98.60%,214,0,0.00%,318.22
April,6,13:30,100.00%,212,1,0.47%,294.45
April,6,14:00,100.00%,235,0,0.00%,300.71
April,6,14:30,100.00%,209,0,0.00%,271.49
April,6,15:00,100.00%,247,0,0.00%,307.55
April,6,15:30,100.00%,235,1,0.43%,289.35
April,6,16:00,100.00%,190,0,0.00%,319.68
April,6,16:30,99.01%,204,1,0.49%,277.44
April,6,17:00,100.00%,201,0,0.00%,294.93
April,6,17:30,100.00%,187,0,0.00%,248.33
April,6,18:00,92.86%,182,0,0.00%,290.75
April,6,18:30,98.84%,172,0,0.00%,330.98
April,6,19:00,97.89%,142,0,0.00%,343.61
April,6,19:30,100.00%,130,0,0.00%,321.35
April,6,20:00,100.00%,129,0,0.00%,303.6
April,6,20:30,100.00%,125,3,2.40%,324.48
April,6,21:00,100.00%,103,2,1.94%,275.17
April,6,21:30,100.00%,86,0,0.00%,285.73
April,6,22:00,100.00%,77,0,0.00%,296.16
April,6,22:30,100.00%,71,0,0.00%,288.61
April,6,23:00,100.00%,61,1,1.64%,350.43
April,6,23:30,100.00%,26,1,3.85%,394.8
April,7,0:00,100.00%,34,0,0.00%,224.94
April,7,0:30,100.00%,25,0,0.00%,258.24
April,7,1:00,100.00%,15,0,0.00%,376.07
April,7,1:30,100.00%,9,0,0.00%,517.11
April,7,2:00,100.00%,10,0,0.00%,319.6
April,7,2:30,100.00%,8,0,0.00%,271.25
April,7,3:00,100.00%,6,1,16.67%,351.6
April,7,3:30,100.00%,2,0,0.00%,229
April,7,4:00,50.00%,2,0,0.00%,123
April,7,4:30,100.00%,2,0,0.00%,158
April,7,5:00,66.67%,3,0,0.00%,618.67
April,7,5:30,100.00%,3,0,0.00%,516.67
April,7,6:00,90.00%,10,0,0.00%,275
April,7,6:30,100.00%,13,0,0.00%,226.77
April,7,7:00,95.24%,21,0,0.00%,316.38
April,7,7:30,100.00%,38,0,0.00%,219.79
April,7,8:00,98.97%,97,0,0.00%,253.32
April,7,8:30,100.00%,167,0,0.00%,280.38
April,7,9:00,99.59%,247,2,0.81%,299.06
April,7,9:30,97.76%,314,1,0.32%,299.53
April,7,10:00,87.76%,395,3,0.76%,313.64
April,7,10:30,80.47%,434,4,0.92%,295.9
April,7,11:00,92.90%,495,2,0.40%,316.94
April,7,11:30,96.67%,511,0,0.00%,316.36
April,7,12:00,97.09%,522,7,1.34%,305.51
April,7,12:30,81.33%,568,11,1.94%,325.97
April,7,13:00,85.28%,576,12,2.08%,332.53
April,7,13:30,71.77%,555,13,2.34%,320.2
April,7,14:00,90.13%,610,2,0.33%,324.06
April,7,14:30,99.12%,566,0,0.00%,321.39
April,7,15:00,99.13%,577,2,0.35%,323.46
April,7,15:30,98.10%,582,3,0.52%,335.65
April,7,16:00,96.11%,571,5,0.88%,325.08
April,7,16:30,73.65%,530,10,1.89%,362.39
April,7,17:00,97.78%,541,0,0.00%,328.24
April,7,17:30,99.14%,468,1,0.21%,323.69
April,7,18:00,100.00%,452,1,0.22%,323.68
April,7,18:30,99.44%,358,2,0.56%,335.39
April,7,19:00,100.00%,351,0,0.00%,341.03
April,7,19:30,98.14%,325,2,0.62%,313.29
April,7,20:00,81.82%,290,4,1.38%,343.39
April,7,20:30,97.57%,248,1,0.40%,328.77
April,7,21:00,100.00%,202,3,1.49%,308.38
April,7,21:30,99.39%,166,1,0.60%,360.29
April,7,22:00,99.24%,131,0,0.00%,314.24
April,7,22:30,100.00%,93,0,0.00%,402.73
April,7,23:00,100.00%,86,0,0.00%,341.45
April,7,23:30,100.00%,75,0,0.00%,363.63
April,8,0:00,100.00%,51,0,0.00%,296.73
April,8,0:30,100.00%,29,0,0.00%,346.83
April,8,1:00,100.00%,25,0,0.00%,372.52
April,8,1:30,100.00%,20,0,0.00%,340.65
April,8,2:00,100.00%,12,0,0.00%,187.25
April,8,2:30,100.00%,11,0,0.00%,357
April,8,3:00,100.00%,2,0,0.00%,214
April,8,3:30,,0,0,,
April,8,4:00,,0,0,,
April,8,4:30,,0,0,,
April,8,5:00,,0,0,,
April,8,5:30,,0,0,,
April,8,6:00,100.00%,11,0,0.00%,221
April,8,6:30,93.75%,16,0,0.00%,299.69
April,8,7:00,100.00%,24,0,0.00%,213.88
April,8,7:30,100.00%,63,0,0.00%,276.35
April,8,8:00,99.20%,126,1,0.79%,289.98
April,8,8:30,100.00%,177,0,0.00%,294.37
April,8,9:00,100.00%,267,0,0.00%,273.21
April,8,9:30,99.03%,312,2,0.64%,300.96
April,8,10:00,94.97%,403,5,1.24%,303.47
April,8,10:30,95.73%,379,4,1.06%,293.77
April,8,11:00,91.71%,423,1,0.24%,337.63
April,8,11:30,91.81%,482,6,1.24%,327.05
April,8,12:00,99.35%,459,0,0.00%,321.99
April,8,12:30,95.34%,516,1,0.19%,311.04
April,8,13:00,86.46%,522,5,0.96%,324.34
April,8,13:30,77.94%,490,5,1.02%,336.01
April,8,14:00,89.54%,536,10,1.87%,342.15
April,8,14:30,86.99%,517,2,0.39%,320.53
April,8,15:00,99.37%,478,1,0.21%,324.08
April,8,15:30,89.39%,543,6,1.10%,313.73
April,8,16:00,90.23%,573,0,0.00%,328.59
April,8,16:30,99.40%,501,2,0.40%,339.8
April,8,17:00,99.39%,488,0,0.00%,323.73
April,8,17:30,99.56%,451,0,0.00%,359.57
April,8,18:00,94.32%,409,4,0.98%,322.52
April,8,18:30,96.94%,360,0,0.00%,351.08
April,8,19:00,96.24%,354,8,2.26%,315.67
April,8,19:30,90.44%,298,5,1.68%,371.12
April,8,20:00,98.12%,268,2,0.75%,338.14
April,8,20:30,99.54%,216,0,0.00%,316.68
April,8,21:00,98.34%,184,3,1.63%,353.12
April,8,21:30,97.65%,170,0,0.00%,318.94
April,8,22:00,100.00%,128,0,0.00%,338.39
April,8,22:30,100.00%,110,1,0.91%,296.9
April,8,23:00,100.00%,81,1,1.23%,283.79
April,8,23:30,100.00%,74,0,0.00%,333.34
April,9,0:00,98.00%,51,1,1.96%,220.56
April,9,0:30,100.00%,34,1,2.94%,335.76
April,9,1:00,100.00%,25,0,0.00%,272.76
April,9,1:30,100.00%,20,0,0.00%,367.3
April,9,2:00,100.00%,9,0,0.00%,347.44
April,9,2:30,100.00%,9,0,0.00%,352.89
April,9,3:00,100.00%,3,0,0.00%,483
April,9,3:30,,0,0,,
April,9,4:00,,0,0,,
April,9,4:30,100.00%,1,0,0.00%,387
April,9,5:00,100.00%,1,0,0.00%,280
April,9,5:30,100.00%,1,0,0.00%,36
April,9,6:00,100.00%,13,0,0.00%,201.54
April,9,6:30,100.00%,27,0,0.00%,207.93
April,9,7:00,100.00%,31,0,0.00%,219.9
April,9,7:30,100.00%,80,0,0.00%,248.43
April,9,8:00,100.00%,117,0,0.00%,304.46
April,9,8:30,99.37%,159,0,0.00%,299.35
April,9,9:00,98.44%,259,2,0.77%,253.61
April,9,9:30,99.29%,280,0,0.00%,290.78
April,9,10:00,98.76%,323,1,0.31%,282.54
April,9,10:30,47.76%,405,26,6.42%,330.77
April,9,11:00,95.84%,434,1,0.23%,294.28
April,9,11:30,69.57%,469,9,1.92%,346.32
April,9,12:00,93.89%,450,8,1.78%,332.41
April,9,12:30,78.35%,525,3,0.57%,305.52
April,9,13:00,99.59%,485,1,0.21%,319.7
April,9,13:30,99.20%,502,0,0.00%,302.43
April,9,14:00,98.88%,535,0,0.00%,315.56
April,9,14:30,95.42%,524,0,0.00%,319.27
April,9,15:00,100.00%,518,0,0.00%,330.32
April,9,15:30,94.22%,506,4,0.79%,331.18
April,9,16:00,91.07%,509,5,0.98%,324.52
April,9,16:30,94.38%,500,2,0.40%,334.84
April,9,17:00,97.69%,477,0,0.00%,320.76
April,9,17:30,96.96%,428,1,0.23%,328.34
April,9,18:00,82.68%,414,4,0.97%,359.07
April,9,18:30,99.31%,293,3,1.02%,325.92
April,9,19:00,72.92%,285,8,2.81%,322.48
April,9,19:30,87.70%,312,3,0.96%,335.48
April,9,20:00,79.40%,236,3,1.27%,330.97
April,9,20:30,90.70%,215,0,0.00%,312.08
April,9,21:00,45.83%,188,20,10.64%,324.39
April,9,21:30,69.36%,175,2,1.14%,322.61
April,9,22:00,93.24%,149,1,0.67%,327.28
April,9,22:30,97.35%,114,1,0.88%,367.73
April,9,23:00,100.00%,81,0,0.00%,336.54
April,9,23:30,100.00%,65,0,0.00%,437.45
April,10,0:00,100.00%,47,0,0.00%,331.3
April,10,0:30,100.00%,31,0,0.00%,384.58
April,10,1:00,100.00%,29,0,0.00%,344.79
April,10,1:30,100.00%,20,0,0.00%,355
April,10,2:00,50.00%,16,2,12.50%,287
April,10,2:30,72.73%,11,0,0.00%,277.55
April,10,3:00,100.00%,3,0,0.00%,301.33
April,10,3:30,,0,0,,
April,10,4:00,100.00%,1,0,0.00%,"1,019.00"
April,10,4:30,100.00%,2,0,0.00%,312.5
April,10,5:00,,0,0,,
April,10,5:30,100.00%,4,0,0.00%,465.5
April,10,6:00,100.00%,12,0,0.00%,254
April,10,6:30,76.92%,15,2,13.33%,316.77
April,10,7:00,100.00%,30,0,0.00%,286.77
April,10,7:30,97.92%,50,2,4.00%,287.13
April,10,8:00,100.00%,99,0,0.00%,244.07
April,10,8:30,100.00%,148,0,0.00%,305.01
April,10,9:00,100.00%,228,0,0.00%,287.39
April,10,9:30,67.00%,311,11,3.54%,318.07
April,10,10:00,97.39%,311,5,1.61%,314.46
April,10,10:30,66.67%,379,7,1.85%,324.84
April,10,11:00,73.68%,444,7,1.58%,337.34
April,10,11:30,97.67%,431,1,0.23%,319.63
April,10,12:00,73.54%,453,7,1.55%,322.46
April,10,12:30,94.32%,478,3,0.63%,298.71
April,10,13:00,84.35%,434,6,1.38%,315.84
April,10,13:30,79.37%,451,5,1.11%,309.67
April,10,14:00,97.26%,477,2,0.42%,335.2
April,10,14:30,82.96%,503,10,1.99%,307.68
April,10,15:00,95.16%,478,3,0.63%,335.75
April,10,15:30,71.55%,474,17,3.59%,327.02
April,10,16:00,76.96%,449,2,0.45%,328.5
April,10,16:30,98.83%,428,2,0.47%,332.18
April,10,17:00,97.16%,,,0.77%,337.48
April,10,17:30,92.00%,,,0.79%,340.42
April,10,18:00,93.26%,,,0.54%,329.39
April,10,18:30,93.20%,,,1.17%,321.01
April,10,19:00,88.14%,,,1.67%,322.99
April,10,19:30,59.93%,,,3.55%,324.32
April,10,20:00,97.44%,,,0.00%,330.56
April,10,20:30,99.49%,,,0.00%,320.08
April,10,21:00,96.20%,,,0.63%,320.06
April,10,21:30,77.63%,,,0.00%,338.85
April,10,22:00,96.12%,,,0.00%,365.8
April,10,22:30,100.00%,,,1.32%,333.51
April,10,23:00,100.00%,,,0.00%,308.09
April,10,23:30,98.28%,59,1,1.69%,337.28
April,11,0:00,100.00%,35,0,0.00%,390.17
April,11,0:30,100.00%,31,0,0.00%,283.42
April,11,1:00,100.00%,21,0,0.00%,272.24
April,11,1:30,100.00%,20,1,5.00%,348.32
April,11,2:00,100.00%,7,0,0.00%,234.14
April,11,2:30,100.00%,9,0,0.00%,287.44
April,11,3:00,80.00%,6,1,16.67%,265.4
April,11,3:30,100.00%,3,0,0.00%,34.67
April,11,4:00,100.00%,3,0,0.00%,49.67
April,11,4:30,,0,0,,
April,11,5:00,,0,0,,
April,11,5:30,0.00%,1,0,0.00%,93
April,11,6:00,100.00%,10,0,0.00%,220
April,11,6:30,57.14%,27,6,22.22%,247.62
April,11,7:00,82.86%,35,0,0.00%,223.97
April,11,7:30,44.64%,60,4,6.67%,313.16
April,11,8:00,89.39%,133,1,0.75%,247.58
April,11,8:30,93.63%,158,1,0.63%,275.27
April,11,9:00,95.71%,234,1,0.43%,285.22
April,11,9:30,75.37%,279,7,2.51%,303.81
April,11,10:00,77.05%,372,6,1.61%,285.05
April,11,10:30,72.65%,389,16,4.11%,296.63
April,11,11:00,76.64%,419,8,1.91%,340.86
April,11,11:30,75.82%,495,7,1.41%,313.22
April,11,12:00,65.22%,592,40,6.76%,303.78
April,11,12:30,88.54%,487,7,1.44%,344.44
April,11,13:00,88.94%,463,2,0.43%,325.36
April,11,13:30,76.56%,454,6,1.32%,324.23
April,11,14:00,79.20%,466,14,3.00%,332.73
April,11,14:30,36.64%,507,43,8.48%,356.61
April,11,15:00,58.21%,491,34,6.92%,341.74
April,11,15:30,72.44%,578,12,2.08%,329.55
April,11,16:00,97.00%,533,0,0.00%,340.04
April,11,16:30,90.87%,506,24,4.74%,314.34
April,11,17:00,73.17%,442,6,1.36%,341.86
April,11,17:30,97.95%,439,0,0.00%,310.51
April,11,18:00,94.97%,379,1,0.26%,332.75
April,11,18:30,99.70%,331,1,0.30%,324.66
April,11,19:00,67.86%,263,11,4.18%,358.43
April,11,19:30,58.06%,254,6,2.36%,340.95
April,11,20:00,75.63%,203,6,2.96%,347.11
April,11,20:30,80.00%,180,0,0.00%,336.08
April,11,21:00,95.10%,143,0,0.00%,371.94
April,11,21:30,99.29%,140,0,0.00%,276.08
April,11,22:00,92.59%,136,1,0.74%,325.28
April,11,22:30,85.57%,98,1,1.02%,283.91
April,11,23:00,98.28%,58,0,0.00%,319.78
April,11,23:30,100.00%,59,0,0.00%,297.47
April,12,0:00,100.00%,36,0,0.00%,298.11
April,12,0:30,100.00%,21,0,0.00%,365.81
April,12,1:00,100.00%,23,1,4.35%,422.27
April,12,1:30,100.00%,9,0,0.00%,378.56
April,12,2:00,100.00%,12,0,0.00%,352.83
April,12,2:30,100.00%,8,0,0.00%,252.88
April,12,3:00,100.00%,2,0,0.00%,75.5
April,12,3:30,,0,0,,
April,12,4:00,100.00%,1,0,0.00%,88
April,12,4:30,,0,0,,
April,12,5:00,100.00%,1,0,0.00%,13
April,12,5:30,100.00%,1,0,0.00%,45
April,12,6:00,100.00%,9,0,0.00%,271
April,12,6:30,85.71%,7,0,0.00%,176.86
April,12,7:00,100.00%,31,0,0.00%,270.39
April,12,7:30,100.00%,36,1,2.78%,276.57
April,12,8:00,98.31%,59,0,0.00%,293.05
April,12,8:30,100.00%,106,0,0.00%,271.61
April,12,9:00,100.00%,136,0,0.00%,250.82
April,12,9:30,96.91%,163,1,0.61%,268.72
April,12,10:00,87.17%,234,8,3.42%,278.18
April,12,10:30,28.51%,267,32,11.99%,307.96
April,12,11:00,69.34%,294,7,2.38%,320.77
April,12,11:30,96.88%,321,1,0.31%,313.22
